CSIScontractID,idvpiid,piid,ILabel,CLabel,TLabel,CountOfTransactions
22633922,SPM7L107D7002,12HG,PBL-DLA-PBLLike,NULL,NULL,1
22633923,SPM7L107D7002,12HS,PBL-DLA-PBLLike,NULL,NULL,1
22633924,SPM7L107D7002,12HW,PBL-DLA-PBLLike,NULL,NULL,1
22633925,SPM7L107D7002,12JQ,PBL-DLA-PBLLike,NULL,NULL,1
22633926,SPM7L107D7002,12LW,PBL-DLA-PBLLike,NULL,NULL,1
22633927,SPM7L107D7002,12MC,PBL-DLA-PBLLike,NULL,NULL,1
22633928,SPM7L107D7002,12MJ,PBL-DLA-PBLLike,NULL,NULL,1
22633929,SPM7L107D7002,12PM,PBL-DLA-PBLLike,NULL,NULL,1
22633930,SPM7L107D7002,12PN,PBL-DLA-PBLLike,NULL,NULL,1
22633931,SPM7L107D7002,12PS,PBL-DLA-PBLLike,NULL,NULL,1
22633932,SPM7L107D7002,12QR,PBL-DLA-PBLLike,NULL,NULL,1
22633933,SPM7L107D7002,12QW,PBL-DLA-PBLLike,NULL,NULL,1
22633934,SPM7L107D7002,12RW,PBL-DLA-PBLLike,NULL,NULL,1
22633935,SPM7L107D7002,12RX,PBL-DLA-PBLLike,NULL,NULL,1
22633936,SPM7L107D7002,12SB,PBL-DLA-PBLLike,NULL,NULL,1
22633937,SPM7L107D7002,12SW,PBL-DLA-PBLLike,NULL,NULL,1
22633938,SPM7L107D7002,12SY,PBL-DLA-PBLLike,NULL,NULL,1
22633939,SPM7L107D7002,12TY,PBL-DLA-PBLLike,NULL,NULL,1
22633940,SPM7L107D7002,12VK,PBL-DLA-PBLLike,NULL,NULL,1
22633941,SPM7L107D7002,12VR,PBL-DLA-PBLLike,NULL,NULL,1
22633942,SPM7L107D7002,12VU,PBL-DLA-PBLLike,NULL,NULL,1
22633943,SPM7L107D7002,12VY,PBL-DLA-PBLLike,NULL,NULL,1
22633944,SPM7L107D7002,12WK,PBL-DLA-PBLLike,NULL,NULL,1
22633945,SPM7L107D7002,12WL,PBL-DLA-PBLLike,NULL,NULL,1
22633946,SPM7L107D7002,12WN,PBL-DLA-PBLLike,NULL,NULL,1
22633947,SPM7L107D7002,12WQ,PBL-DLA-PBLLike,NULL,NULL,1
22633948,SPM7L107D7002,12WR,PBL-DLA-PBLLike,NULL,NULL,1
22633949,SPM7L107D7002,12WT,PBL-DLA-PBLLike,NULL,NULL,1
22633950,SPM7L107D7002,12WU,PBL-DLA-PBLLike,NULL,NULL,1
22633951,SPM7L107D7002,12WY,PBL-DLA-PBLLike,NULL,NULL,1
22633952,SPM7L107D7002,12WZ,PBL-DLA-PBLLike,NULL,NULL,1
22633953,SPM7L107D7002,12XC,PBL-DLA-PBLLike,NULL,NULL,1
22633954,SPM7L107D7002,12XH,PBL-DLA-PBLLike,NULL,NULL,1
22633955,SPM7L107D7002,12XU,PBL-DLA-PBLLike,NULL,NULL,1
22633956,SPM7L107D7002,12XV,PBL-DLA-PBLLike,NULL,NULL,1
22633957,SPM7L107D7002,12XY,PBL-DLA-PBLLike,NULL,NULL,1
22633958,SPM7L107D7002,12YB,PBL-DLA-PBLLike,NULL,NULL,1
22633959,SPM7L107D7002,12YD,PBL-DLA-PBLLike,NULL,NULL,1
22633960,SPM7L107D7002,12ZE,PBL-DLA-PBLLike,NULL,NULL,1
22633961,SPM7L107D7002,12ZF,PBL-DLA-PBLLike,NULL,NULL,1
22633962,SPM7L107D7002,12ZS,PBL-DLA-PBLLike,NULL,NULL,1
22633963,SPM7L107D7002,12ZT,PBL-DLA-PBLLike,NULL,NULL,1
22633964,SPM7L107D7002,1301,PBL-DLA-PBLLike,NULL,NULL,1
22633965,SPM7L107D7002,1302,PBL-DLA-PBLLike,NULL,NULL,1
22633966,SPM7L107D7002,1304,PBL-DLA-PBLLike,NULL,NULL,1
22633967,SPM7L107D7002,1308,PBL-DLA-PBLLike,NULL,NULL,1
22633968,SPM7L107D7002,1309,PBL-DLA-PBLLike,NULL,NULL,1
22633969,SPM7L107D7002,130B,PBL-DLA-PBLLike,NULL,NULL,1
22633970,SPM7L107D7002,130K,PBL-DLA-PBLLike,NULL,NULL,1
22633971,SPM7L107D7002,130N,PBL-DLA-PBLLike,NULL,NULL,1
22633972,SPM7L107D7002,130P,PBL-DLA-PBLLike,NULL,NULL,1
22633973,SPM7L107D7002,130T,PBL-DLA-PBLLike,NULL,NULL,1
22633974,SPM7L107D7002,130U,PBL-DLA-PBLLike,NULL,NULL,1
22633975,SPM7L107D7002,1316,PBL-DLA-PBLLike,NULL,NULL,1
22633976,SPM7L107D7002,1317,PBL-DLA-PBLLike,NULL,NULL,1
22633977,SPM7L107D7002,131B,PBL-DLA-PBLLike,NULL,NULL,1
22633978,SPM7L107D7002,131E,PBL-DLA-PBLLike,NULL,NULL,1
22633979,SPM7L107D7002,131F,PBL-DLA-PBLLike,NULL,NULL,1
22633980,SPM7L107D7002,131K,PBL-DLA-PBLLike,NULL,NULL,1
22633981,SPM7L107D7002,131S,PBL-DLA-PBLLike,NULL,NULL,1
22633982,SPM7L107D7002,131V,PBL-DLA-PBLLike,NULL,NULL,1
22633983,SPM7L107D7002,1320,PBL-DLA-PBLLike,NULL,NULL,1
22633984,SPM7L107D7002,1323,PBL-DLA-PBLLike,NULL,NULL,1
22633985,SPM7L107D7002,132C,PBL-DLA-PBLLike,NULL,NULL,1
22633986,SPM7L107D7002,132J,PBL-DLA-PBLLike,NULL,NULL,1
22633987,SPM7L107D7002,132N,PBL-DLA-PBLLike,NULL,NULL,1
22633988,SPM7L107D7002,1333,PBL-DLA-PBLLike,NULL,NULL,1
22633989,SPM7L107D7002,1342,PBL-DLA-PBLLike,NULL,NULL,1
22633990,SPM7L107D7002,1345,PBL-DLA-PBLLike,NULL,NULL,1
22633991,SPM7L107D7002,1346,PBL-DLA-PBLLike,NULL,NULL,1
22633992,SPM7L107D7002,1347,PBL-DLA-PBLLike,NULL,NULL,1
22633993,SPM7L107D7002,1348,PBL-DLA-PBLLike,NULL,NULL,1
22633994,SPM7L107D7002,134T,PBL-DLA-PBLLike,NULL,NULL,1
22633995,SPM7L107D7002,1352,PBL-DLA-PBLLike,NULL,NULL,1
22633996,SPM7L107D7002,1353,PBL-DLA-PBLLike,NULL,NULL,1
22633997,SPM7L107D7002,1354,PBL-DLA-PBLLike,NULL,NULL,1
22633998,SPM7L107D7002,1357,PBL-DLA-PBLLike,NULL,NULL,1
22633999,SPM7L107D7002,135A,PBL-DLA-PBLLike,NULL,NULL,1
22634000,SPM7L107D7002,1366,PBL-DLA-PBLLike,NULL,NULL,1
22634001,SPM7L107D7002,137A,PBL-DLA-PBLLike,NULL,NULL,1
22634002,SPM7L107D7002,137T,PBL-DLA-PBLLike,NULL,NULL,1
22634003,SPM7L107D7002,1382,PBL-DLA-PBLLike,NULL,NULL,1
22634004,SPM7L107D7002,1393,PBL-DLA-PBLLike,NULL,NULL,1
22634005,SPM7L107D7002,1394,PBL-DLA-PBLLike,NULL,NULL,1
22634006,SPM7L107D7002,139G,PBL-DLA-PBLLike,NULL,NULL,1
22634007,SPM7L107D7002,139K,PBL-DLA-PBLLike,NULL,NULL,1
22634008,SPM7L107D7002,139T,PBL-DLA-PBLLike,NULL,NULL,1
22634009,SPM7L107D7002,13AH,PBL-DLA-PBLLike,NULL,NULL,1
22634010,SPM7L107D7002,13BA,PBL-DLA-PBLLike,NULL,NULL,1
22634011,SPM7L107D7002,13BF,PBL-DLA-PBLLike,NULL,NULL,1
22634012,SPM7L107D7002,13BG,PBL-DLA-PBLLike,NULL,NULL,1
22634013,SPM7L107D7002,13BK,PBL-DLA-PBLLike,NULL,NULL,1
22634014,SPM7L107D7002,13BM,PBL-DLA-PBLLike,NULL,NULL,1
22634015,SPM7L107D7002,13BQ,PBL-DLA-PBLLike,NULL,NULL,1
22634016,SPM7L107D7002,13CY,PBL-DLA-PBLLike,NULL,NULL,1
22634017,SPM7L107D7002,13DF,PBL-DLA-PBLLike,NULL,NULL,1
22634018,SPM7L107D7002,13DT,PBL-DLA-PBLLike,NULL,NULL,1
22634019,SPM7L107D7002,13DU,PBL-DLA-PBLLike,NULL,NULL,1
22634020,SPM7L107D7002,13DW,PBL-DLA-PBLLike,NULL,NULL,1
22634021,SPM7L107D7002,13EA,PBL-DLA-PBLLike,NULL,NULL,1
22634022,SPM7L107D7002,13EM,PBL-DLA-PBLLike,NULL,NULL,1
22634023,SPM7L107D7002,13ER,PBL-DLA-PBLLike,NULL,NULL,1
22634024,SPM7L107D7002,13FE,PBL-DLA-PBLLike,NULL,NULL,1
22634025,SPM7L107D7002,13FW,PBL-DLA-PBLLike,NULL,NULL,1
22634026,SPM7L107D7002,13HB,PBL-DLA-PBLLike,NULL,NULL,1
22634027,SPM7L107D7002,13HU,PBL-DLA-PBLLike,NULL,NULL,1
22634028,SPM7L107D7002,13JZ,PBL-DLA-PBLLike,NULL,NULL,1
22634029,SPM7L107D7002,13KH,PBL-DLA-PBLLike,NULL,NULL,1
22634030,SPM7L107D7002,13KN,PBL-DLA-PBLLike,NULL,NULL,1
22634031,SPM7L107D7002,13LE,PBL-DLA-PBLLike,NULL,NULL,1
22634032,SPM7L107D7002,13LL,PBL-DLA-PBLLike,NULL,NULL,1
22634033,SPM7L107D7002,13LU,PBL-DLA-PBLLike,NULL,NULL,1
22634034,SPM7L107D7002,13LV,PBL-DLA-PBLLike,NULL,NULL,1
22634035,SPM7L107D7002,13MR,PBL-DLA-PBLLike,NULL,NULL,1
22634036,SPM7L107D7002,13MT,PBL-DLA-PBLLike,NULL,NULL,1
22634037,SPM7L107D7002,13MU,PBL-DLA-PBLLike,NULL,NULL,1
22634038,SPM7L107D7002,13MV,PBL-DLA-PBLLike,NULL,NULL,1
22634039,SPM7L107D7002,13MY,PBL-DLA-PBLLike,NULL,NULL,1
22634040,SPM7L107D7002,13MZ,PBL-DLA-PBLLike,NULL,NULL,1
22634041,SPM7L107D7002,13NB,PBL-DLA-PBLLike,NULL,NULL,1
22634042,SPM7L107D7002,13NH,PBL-DLA-PBLLike,NULL,NULL,1
22634043,SPM7L107D7002,13NT,PBL-DLA-PBLLike,NULL,NULL,1
22634044,SPM7L107D7002,13PP,PBL-DLA-PBLLike,NULL,NULL,1
22634045,SPM7L107D7002,13PS,PBL-DLA-PBLLike,NULL,NULL,1
22634046,SPM7L107D7002,13QJ,PBL-DLA-PBLLike,NULL,NULL,1
22634047,SPM7L107D7002,13QQ,PBL-DLA-PBLLike,NULL,NULL,1
22634048,SPM7L107D7002,13QS,PBL-DLA-PBLLike,NULL,NULL,1
22634049,SPM7L107D7002,13RN,PBL-DLA-PBLLike,NULL,NULL,1
22634050,SPM7L107D7002,13RU,PBL-DLA-PBLLike,NULL,NULL,1
22634051,SPM7L107D7002,13RY,PBL-DLA-PBLLike,NULL,NULL,1
22634052,SPM7L107D7002,13SA,PBL-DLA-PBLLike,NULL,NULL,1
22634053,SPM7L107D7002,13SH,PBL-DLA-PBLLike,NULL,NULL,1
22634054,SPM7L107D7002,13SR,PBL-DLA-PBLLike,NULL,NULL,1
22634055,SPM7L107D7002,13ST,PBL-DLA-PBLLike,NULL,NULL,1
22634056,SPM7L107D7002,13SU,PBL-DLA-PBLLike,NULL,NULL,1
22634057,SPM7L107D7002,13TH,PBL-DLA-PBLLike,NULL,NULL,1
22634058,SPM7L107D7002,13TV,PBL-DLA-PBLLike,NULL,NULL,1
22634059,SPM7L107D7002,13UP,PBL-DLA-PBLLike,NULL,NULL,1
22634060,SPM7L107D7002,13US,PBL-DLA-PBLLike,NULL,NULL,1
22634061,SPM7L107D7002,13VG,PBL-DLA-PBLLike,NULL,NULL,1
22634062,SPM7L107D7002,13VL,PBL-DLA-PBLLike,NULL,NULL,1
22634063,SPM7L107D7002,13VQ,PBL-DLA-PBLLike,NULL,NULL,1
22634064,SPM7L107D7002,13VU,PBL-DLA-PBLLike,NULL,NULL,1
22634065,SPM7L107D7002,13VY,PBL-DLA-PBLLike,NULL,NULL,1
22634066,SPM7L107D7002,13WF,PBL-DLA-PBLLike,NULL,NULL,1
22634067,SPM7L107D7002,13WG,PBL-DLA-PBLLike,NULL,NULL,1
22634068,SPM7L107D7002,13WH,PBL-DLA-PBLLike,NULL,NULL,1
22634069,SPM7L107D7002,13XB,PBL-DLA-PBLLike,NULL,NULL,1
22634070,SPM7L107D7002,13XL,PBL-DLA-PBLLike,NULL,NULL,1
22634071,SPM7L107D7002,13XM,PBL-DLA-PBLLike,NULL,NULL,1
22634072,SPM7L107D7002,13XS,PBL-DLA-PBLLike,NULL,NULL,1
22634073,SPM7L107D7002,13YD,PBL-DLA-PBLLike,NULL,NULL,1
22634074,SPM7L107D7002,13YE,PBL-DLA-PBLLike,NULL,NULL,1
22634075,SPM7L107D7002,13YF,PBL-DLA-PBLLike,NULL,NULL,1
22634076,SPM7L107D7002,13YH,PBL-DLA-PBLLike,NULL,NULL,1
22634077,SPM7L107D7002,13YK,PBL-DLA-PBLLike,NULL,NULL,1
22634078,SPM7L107D7002,13YL,PBL-DLA-PBLLike,NULL,NULL,1
22634079,SPM7L107D7002,13YN,PBL-DLA-PBLLike,NULL,NULL,1
22634080,SPM7L107D7002,13ZT,PBL-DLA-PBLLike,NULL,NULL,1
22634081,SPM7L107D7002,13ZY,PBL-DLA-PBLLike,NULL,NULL,1
22634082,SPM7L107D7002,1401,PBL-DLA-PBLLike,NULL,NULL,1
22634083,SPM7L107D7002,1408,PBL-DLA-PBLLike,NULL,NULL,1
22634084,SPM7L107D7002,140F,PBL-DLA-PBLLike,NULL,NULL,1
22634085,SPM7L107D7002,140M,PBL-DLA-PBLLike,NULL,NULL,1
22634086,SPM7L107D7002,140N,PBL-DLA-PBLLike,NULL,NULL,1
22634087,SPM7L107D7002,140P,PBL-DLA-PBLLike,NULL,NULL,1
22634088,SPM7L107D7002,140Y,PBL-DLA-PBLLike,NULL,NULL,1
22634089,SPM7L107D7002,1410,PBL-DLA-PBLLike,NULL,NULL,1
22634090,SPM7L107D7002,141A,PBL-DLA-PBLLike,NULL,NULL,1
22634091,SPM7L107D7002,141B,PBL-DLA-PBLLike,NULL,NULL,1
22634092,SPM7L107D7002,141P,PBL-DLA-PBLLike,NULL,NULL,1
22634093,SPM7L107D7002,141Q,PBL-DLA-PBLLike,NULL,NULL,1
22634094,SPM7L107D7002,141W,PBL-DLA-PBLLike,NULL,NULL,1
22634095,SPM7L107D7002,1424,PBL-DLA-PBLLike,NULL,NULL,1
22634096,SPM7L107D7002,1425,PBL-DLA-PBLLike,NULL,NULL,1
22634097,SPM7L107D7002,142H,PBL-DLA-PBLLike,NULL,NULL,1
22634098,SPM7L107D7002,142N,PBL-DLA-PBLLike,NULL,NULL,1
22634099,SPM7L107D7002,142P,PBL-DLA-PBLLike,NULL,NULL,1
22634100,SPM7L107D7002,143K,PBL-DLA-PBLLike,NULL,NULL,1
22634101,SPM7L107D7002,1444,PBL-DLA-PBLLike,NULL,NULL,1
22634102,SPM7L107D7002,1447,PBL-DLA-PBLLike,NULL,NULL,1
22634103,SPM7L107D7002,1448,PBL-DLA-PBLLike,NULL,NULL,1
22634104,SPM7L107D7002,144G,PBL-DLA-PBLLike,NULL,NULL,1
22634105,SPM7L107D7002,144K,PBL-DLA-PBLLike,NULL,NULL,1
22634106,SPM7L107D7002,145C,PBL-DLA-PBLLike,NULL,NULL,1
22634107,SPM7L107D7002,145W,PBL-DLA-PBLLike,NULL,NULL,1
22634108,SPM7L107D7002,146F,PBL-DLA-PBLLike,NULL,NULL,1
22634109,SPM7L107D7002,146T,PBL-DLA-PBLLike,NULL,NULL,1
22634110,SPM7L107D7002,1474,PBL-DLA-PBLLike,NULL,NULL,1
22634111,SPM7L107D7002,147Y,PBL-DLA-PBLLike,NULL,NULL,1
22634112,SPM7L107D7002,1489,PBL-DLA-PBLLike,NULL,NULL,1
22634113,SPM7L107D7002,148E,PBL-DLA-PBLLike,NULL,NULL,1
22634114,SPM7L107D7002,148M,PBL-DLA-PBLLike,NULL,NULL,1
22634115,SPM7L107D7002,1492,PBL-DLA-PBLLike,NULL,NULL,1
22634116,SPM7L107D7002,1495,PBL-DLA-PBLLike,NULL,NULL,1
22634117,SPM7L107D7002,1496,PBL-DLA-PBLLike,NULL,NULL,1
22634118,SPM7L107D7002,1498,PBL-DLA-PBLLike,NULL,NULL,1
22634119,SPM7L107D7002,149L,PBL-DLA-PBLLike,NULL,NULL,1
22634120,SPM7L107D7002,149R,PBL-DLA-PBLLike,NULL,NULL,1
22634121,SPM7L107D7002,14BV,PBL-DLA-PBLLike,NULL,NULL,1
22634122,SPM7L107D7002,14DE,PBL-DLA-PBLLike,NULL,NULL,1
22634123,SPM7L107D7002,14DQ,PBL-DLA-PBLLike,NULL,NULL,1
22634124,SPM7L107D7002,14EP,PBL-DLA-PBLLike,NULL,NULL,1
22634125,SPM7L107D7002,14ER,PBL-DLA-PBLLike,NULL,NULL,1
22634126,SPM7L107D7002,14FC,PBL-DLA-PBLLike,NULL,NULL,1
22634127,SPM7L107D7002,14FG,PBL-DLA-PBLLike,NULL,NULL,1
22634128,SPM7L107D7002,14FS,PBL-DLA-PBLLike,NULL,NULL,1
22634129,SPM7L107D7002,14FT,PBL-DLA-PBLLike,NULL,NULL,1
22634130,SPM7L107D7002,14FY,PBL-DLA-PBLLike,NULL,NULL,1
22634131,SPM7L107D7002,14HF,PBL-DLA-PBLLike,NULL,NULL,1
22634132,SPM7L107D7002,14HH,PBL-DLA-PBLLike,NULL,NULL,1
22634133,SPM7L107D7002,14HV,PBL-DLA-PBLLike,NULL,NULL,1
22634134,SPM7L107D7002,14HW,PBL-DLA-PBLLike,NULL,NULL,1
22634135,SPM7L107D7002,14HX,PBL-DLA-PBLLike,NULL,NULL,1
22634136,SPM7L107D7002,14JU,PBL-DLA-PBLLike,NULL,NULL,1
22634137,SPM7L107D7002,14KA,PBL-DLA-PBLLike,NULL,NULL,1
22634138,SPM7L107D7002,14KP,PBL-DLA-PBLLike,NULL,NULL,1
22634139,SPM7L107D7002,14LD,PBL-DLA-PBLLike,NULL,NULL,1
22634140,SPM7L107D7002,14LF,PBL-DLA-PBLLike,NULL,NULL,1
22634141,SPM7L107D7002,14LG,PBL-DLA-PBLLike,NULL,NULL,1
22634142,SPM7L107D7002,14LN,PBL-DLA-PBLLike,NULL,NULL,1
22634143,SPM7L107D7002,14MG,PBL-DLA-PBLLike,NULL,NULL,1
22634144,SPM7L107D7002,14ND,PBL-DLA-PBLLike,NULL,NULL,1
22634145,SPM7L107D7002,14NG,PBL-DLA-PBLLike,NULL,NULL,1
22634146,SPM7L107D7002,14NL,PBL-DLA-PBLLike,NULL,NULL,1
22634147,SPM7L107D7002,14NM,PBL-DLA-PBLLike,NULL,NULL,1
22634148,SPM7L107D7002,14NX,PBL-DLA-PBLLike,NULL,NULL,1
22634149,SPM7L107D7002,14PD,PBL-DLA-PBLLike,NULL,NULL,1
22634150,SPM7L107D7002,14PN,PBL-DLA-PBLLike,NULL,NULL,1
22634151,SPM7L107D7002,14PR,PBL-DLA-PBLLike,NULL,NULL,1
22634152,SPM7L107D7002,14PX,PBL-DLA-PBLLike,NULL,NULL,1
22634153,SPM7L107D7002,14PY,PBL-DLA-PBLLike,NULL,NULL,1
22634154,SPM7L107D7002,14PZ,PBL-DLA-PBLLike,NULL,NULL,1
22634155,SPM7L107D7002,14QB,PBL-DLA-PBLLike,NULL,NULL,1
22634156,SPM7L107D7002,14QF,PBL-DLA-PBLLike,NULL,NULL,1
22634157,SPM7L107D7002,14QH,PBL-DLA-PBLLike,NULL,NULL,1
22634158,SPM7L107D7002,14QU,PBL-DLA-PBLLike,NULL,NULL,1
22634159,SPM7L107D7002,14RL,PBL-DLA-PBLLike,NULL,NULL,1
22634160,SPM7L107D7002,14RU,PBL-DLA-PBLLike,NULL,NULL,1
22634161,SPM7L107D7002,14SG,PBL-DLA-PBLLike,NULL,NULL,1
22634162,SPM7L107D7002,14SP,PBL-DLA-PBLLike,NULL,NULL,1
22634163,SPM7L107D7002,14TL,PBL-DLA-PBLLike,NULL,NULL,1
22634164,SPM7L107D7002,14TR,PBL-DLA-PBLLike,NULL,NULL,1
22634165,SPM7L107D7002,14TT,PBL-DLA-PBLLike,NULL,NULL,1
22634166,SPM7L107D7002,14TX,PBL-DLA-PBLLike,NULL,NULL,1
22634167,SPM7L107D7002,14TZ,PBL-DLA-PBLLike,NULL,NULL,1
22634168,SPM7L107D7002,14UF,PBL-DLA-PBLLike,NULL,NULL,1
22634169,SPM7L107D7002,14UT,PBL-DLA-PBLLike,NULL,NULL,1
22634170,SPM7L107D7002,14UU,PBL-DLA-PBLLike,NULL,NULL,1
22634171,SPM7L107D7002,14UV,PBL-DLA-PBLLike,NULL,NULL,1
22634172,SPM7L107D7002,14UW,PBL-DLA-PBLLike,NULL,NULL,1
22634173,SPM7L107D7002,14UY,PBL-DLA-PBLLike,NULL,NULL,1
22634174,SPM7L107D7002,14VA,PBL-DLA-PBLLike,NULL,NULL,1
22634175,SPM7L107D7002,14VB,PBL-DLA-PBLLike,NULL,NULL,1
22634176,SPM7L107D7002,14VC,PBL-DLA-PBLLike,NULL,NULL,1
22634177,SPM7L107D7002,14VD,PBL-DLA-PBLLike,NULL,NULL,1
22634178,SPM7L107D7002,14VE,PBL-DLA-PBLLike,NULL,NULL,1
22634179,SPM7L107D7002,14VF,PBL-DLA-PBLLike,NULL,NULL,1
22634180,SPM7L107D7002,14VH,PBL-DLA-PBLLike,NULL,NULL,1
22634181,SPM7L107D7002,14VL,PBL-DLA-PBLLike,NULL,NULL,1
22634182,SPM7L107D7002,14VQ,PBL-DLA-PBLLike,NULL,NULL,1
22634183,SPM7L107D7002,14VX,PBL-DLA-PBLLike,NULL,NULL,1
22634184,SPM7L107D7002,14VZ,PBL-DLA-PBLLike,NULL,NULL,1
22634185,SPM7L107D7002,14WB,PBL-DLA-PBLLike,NULL,NULL,1
22634186,SPM7L107D7002,14WW,PBL-DLA-PBLLike,NULL,NULL,1
22634187,SPM7L107D7002,14WZ,PBL-DLA-PBLLike,NULL,NULL,1
22634188,SPM7L107D7002,14YZ,PBL-DLA-PBLLike,NULL,NULL,1
22634189,SPM7L107D7002,1503,PBL-DLA-PBLLike,NULL,NULL,1
22634190,SPM7L107D7002,1506,PBL-DLA-PBLLike,NULL,NULL,1
22634191,SPM7L107D7002,1516,PBL-DLA-PBLLike,NULL,NULL,1
22634192,SPM7L107D7002,151A,PBL-DLA-PBLLike,NULL,NULL,1
22634193,SPM7L107D7002,151B,PBL-DLA-PBLLike,NULL,NULL,1
22634194,SPM7L107D7002,151Z,PBL-DLA-PBLLike,NULL,NULL,1
22634195,SPM7L107D7002,1521,PBL-DLA-PBLLike,NULL,NULL,1
22634196,SPM7L107D7002,1529,PBL-DLA-PBLLike,NULL,NULL,1
22634197,SPM7L107D7002,152P,PBL-DLA-PBLLike,NULL,NULL,1
22634198,SPM7L107D7002,1536,PBL-DLA-PBLLike,NULL,NULL,1
22634199,SPM7L107D7002,153D,PBL-DLA-PBLLike,NULL,NULL,1
22634200,SPM7L107D7002,153G,PBL-DLA-PBLLike,NULL,NULL,1
22634201,SPM7L107D7002,153N,PBL-DLA-PBLLike,NULL,NULL,1
22634202,SPM7L107D7002,153P,PBL-DLA-PBLLike,NULL,NULL,1
22634203,SPM7L107D7002,154F,PBL-DLA-PBLLike,NULL,NULL,1
22634204,SPM7L107D7002,154G,PBL-DLA-PBLLike,NULL,NULL,1
22634205,SPM7L107D7002,154V,PBL-DLA-PBLLike,NULL,NULL,1
22634206,SPM7L107D7002,154Y,PBL-DLA-PBLLike,NULL,NULL,1
22634207,SPM7L107D7002,1551,PBL-DLA-PBLLike,NULL,NULL,1
22634208,SPM7L107D7002,1557,PBL-DLA-PBLLike,NULL,NULL,1
22634209,SPM7L107D7002,1558,PBL-DLA-PBLLike,NULL,NULL,1
22634210,SPM7L107D7002,1559,PBL-DLA-PBLLike,NULL,NULL,1
22634211,SPM7L107D7002,155F,PBL-DLA-PBLLike,NULL,NULL,1
22634212,SPM7L107D7002,155J,PBL-DLA-PBLLike,NULL,NULL,1
22634213,SPM7L107D7002,155U,PBL-DLA-PBLLike,NULL,NULL,1
22634214,SPM7L107D7002,1562,PBL-DLA-PBLLike,NULL,NULL,1
22634215,SPM7L107D7002,1564,PBL-DLA-PBLLike,NULL,NULL,1
22634216,SPM7L107D7002,1568,PBL-DLA-PBLLike,NULL,NULL,1
22634217,SPM7L107D7002,156G,PBL-DLA-PBLLike,NULL,NULL,1
22634218,SPM7L107D7002,156T,PBL-DLA-PBLLike,NULL,NULL,1
22634219,SPM7L107D7002,156Y,PBL-DLA-PBLLike,NULL,NULL,1
22634220,SPM7L107D7002,1572,PBL-DLA-PBLLike,NULL,NULL,1
22634221,SPM7L107D7002,1573,PBL-DLA-PBLLike,NULL,NULL,1
22634222,SPM7L107D7002,1574,PBL-DLA-PBLLike,NULL,NULL,1
22634223,SPM7L107D7002,157D,PBL-DLA-PBLLike,NULL,NULL,1
22634224,SPM7L107D7002,157E,PBL-DLA-PBLLike,NULL,NULL,1
22634225,SPM7L107D7002,157H,PBL-DLA-PBLLike,NULL,NULL,1
22634226,SPM7L107D7002,157V,PBL-DLA-PBLLike,NULL,NULL,1
22634227,SPM7L107D7002,1584,PBL-DLA-PBLLike,NULL,NULL,1
22634228,SPM7L107D7002,158F,PBL-DLA-PBLLike,NULL,NULL,1
22634229,SPM7L107D7002,158T,PBL-DLA-PBLLike,NULL,NULL,1
22634230,SPM7L107D7002,159N,PBL-DLA-PBLLike,NULL,NULL,1
22634231,SPM7L107D7002,159Z,PBL-DLA-PBLLike,NULL,NULL,1
22634232,SPM7L107D7002,15AD,PBL-DLA-PBLLike,NULL,NULL,1
22634233,SPM7L107D7002,15AL,PBL-DLA-PBLLike,NULL,NULL,1
22634234,SPM7L107D7002,15AX,PBL-DLA-PBLLike,NULL,NULL,1
22634235,SPM7L107D7002,15BC,PBL-DLA-PBLLike,NULL,NULL,1
22634236,SPM7L107D7002,15BR,PBL-DLA-PBLLike,NULL,NULL,1
22634237,SPM7L107D7002,15CD,PBL-DLA-PBLLike,NULL,NULL,1
22634238,SPM7L107D7002,15CF,PBL-DLA-PBLLike,NULL,NULL,1
22634239,SPM7L107D7002,15CG,PBL-DLA-PBLLike,NULL,NULL,1
22634240,SPM7L107D7002,15CV,PBL-DLA-PBLLike,NULL,NULL,1
22634241,SPM7L107D7002,15CW,PBL-DLA-PBLLike,NULL,NULL,1
22634242,SPM7L107D7002,15DK,PBL-DLA-PBLLike,NULL,NULL,1
22634243,SPM7L107D7002,15DL,PBL-DLA-PBLLike,NULL,NULL,1
22634244,SPM7L107D7002,15DT,PBL-DLA-PBLLike,NULL,NULL,1
22634245,SPM7L107D7002,15DU,PBL-DLA-PBLLike,NULL,NULL,1
22634246,SPM7L107D7002,15EE,PBL-DLA-PBLLike,NULL,NULL,1
22634247,SPM7L107D7002,15FV,PBL-DLA-PBLLike,NULL,NULL,1
22634248,SPM7L107D7002,15FX,PBL-DLA-PBLLike,NULL,NULL,1
22634249,SPM7L107D7002,15GB,PBL-DLA-PBLLike,NULL,NULL,1
22634250,SPM7L107D7002,15GC,PBL-DLA-PBLLike,NULL,NULL,1
22634251,SPM7L107D7002,15GN,PBL-DLA-PBLLike,NULL,NULL,1
22634252,SPM7L107D7002,15GV,PBL-DLA-PBLLike,NULL,NULL,1
22634253,SPM7L107D7002,15GY,PBL-DLA-PBLLike,NULL,NULL,1
22634254,SPM7L107D7002,15HJ,PBL-DLA-PBLLike,NULL,NULL,1
22634255,SPM7L107D7002,15HN,PBL-DLA-PBLLike,NULL,NULL,1
