"","Fiscal.Year","ProductOrServiceArea","SubCustomer","Customer","ProductOrServiceCode","ProductOrServiceCodeText","MaxOfPSCscore","MaxOfIsOnlyOneSource","MaxOfIsSingleAward","LengthScore","PricingScore","MaxOfIsOfficialPBL","MaxOfIsPerformanceBasedLogistics","Action.Obligation","SubCustomer.sum","SubCustomer.detail","SubCustomer.component","Subcustomer.Obsolete","ServicesCategory.detail","ServicesCategory.sum","ProductsCategory.detail","ProductOrServiceArea.DLA","ProductOrServicesCategory.Graph","Deflator.2013","Deflator.2012","Deflator.2011","Deflator.2005","Deflator.2014","Obligation.2013","Obligation.2014","LogOfAction.Obligation","Graph","LengthSingleScore","pObligation","pObligationLS","JointScore","AddressCat","pObligationA"
"35836",2011-09-30,"Fuels","Navy","Defense","9150","OIL & GREASE-CUT,LUBR & HYDRAULIC",-2,0,0,0,2,"Not PBL","Not PBL",684741.91,"Navy","Navy","Navy",FALSE,"Fuels","Products (All)","Fuels","Fuels",TRUE,0.958040201,0.977358168,1,1.1439,0.9532,0.000714731917601441,0.000718361214855224,5.83552690991013,TRUE,0,2.34232170035441e-07,4.07672844703381e-07,0,"No history [0-3]",3.31292761342704e-07
"35837",2011-09-30,"Fuels","Navy","Defense","9160","MISCELLANEOUS WAXES, OILS, AND FATS",-2,0,0,0,2,"Not PBL","Not PBL",17032.28,"Navy","Navy","Navy",FALSE,"Fuels","Products (All)","Fuels","Fuels",TRUE,0.958040201,0.977358168,1,1.1439,0.9532,1.77782518752572e-05,1.78685270667226e-05,4.23127278801783,TRUE,0,5.82629432606403e-09,1.01404601324673e-08,0,"No history [0-3]",8.24058085353957e-09
"35838",2011-09-30,"Other","Navy","Defense","9680","NONFERROUS SCRAP",-2,0,0,0,2,"Not PBL","Not PBL",10051.56,"Navy","Navy","Navy",FALSE,"Products","Products (All)","Other","Other Products",TRUE,0.958040201,0.977358168,1,1.1439,0.9532,1.04917935484421e-05,1.05450692404532e-05,4.00223346939981,TRUE,0,3.43837389921327e-09,5.98436870748383e-09,0,"No history [0-3]",4.86315941754153e-09
"35839",2011-09-30,"Clothing & Subsistence","DLA","Defense","8955","COFFEE, TEA, AND COCOA",-2,0,0,0,2,"Not PBL","Not PBL",145190,"Other DoD","DLA","DLA",FALSE,"Products","Products (All)","Clothing & Subsistence","Clothing & Sub.",TRUE,0.958040201,0.977358168,1,1.1439,0.9532,0.000151548964071081,0.000152318506084767,5.16193670524578,TRUE,0,4.96656744253404e-08,8.64413576240482e-08,0,"No history [0-3]",7.02460230882424e-08
"35840",2011-09-30,"Fuels","DLA","Defense","9110","FUELS, SOLID",-2,0,0,0,2,"Not PBL","Not PBL",759936.44,"Other DoD","DLA","DLA",FALSE,"Fuels","Products (All)","Fuels","Fuels",TRUE,0.958040201,0.977358168,1,1.1439,0.9532,0.000793219782642503,0.000797247629039026,5.88077727002868,TRUE,0,2.59954237984656e-07,4.52441198302817e-07,0,"No history [0-3]",3.6767348102374e-07
"35841",2011-09-30,"Fuels","DLA","Defense","9150","OIL & GREASE-CUT,LUBR & HYDRAULIC",-2,0,0,0,2,"Not PBL","Not PBL",1693017.77,"Other DoD","DLA","DLA",FALSE,"Fuels","Products (All)","Fuels","Fuels",TRUE,0.958040201,0.977358168,1,1.1439,0.9532,0.00176716777462243,0.0017761411770877,6.22866151650967,TRUE,0,5.79136781879853e-07,1.00796717763233e-06,0,"No history [0-3]",8.1911815800141e-07
"35842",2011-09-30,"Other","Navy","Defense","5510","LUMBER & RELATED WOOD MATERIALS",-2,0,0,0,2,"Not PBL","Not PBL",883020.96,"Navy","Navy","Navy",FALSE,"Products","Products (All)","Other","Other Products",TRUE,0.958040201,0.977358168,1,1.1439,0.9532,0.000921695101185008,0.00092637532522031,5.94597101241597,TRUE,0,3.02058210001457e-07,5.25721679130039e-07,0,"No history [0-3]",4.27224400740836e-07
"35843",2012-09-30,"Clothing & Subsistence","Navy","Defense","8910","DAIRY FOODS AND EGGS",-2,0,0,0,2,"Not PBL","Not PBL",67105.47,"Navy","Navy","Navy",FALSE,"Products","Products (All)","Clothing & Subsistence","Clothing & Sub.",TRUE,0.980234506,1,1.023166361,1.1704,0.9711,6.84585878065386e-05,6.91025332097621e-05,4.82675792246396,TRUE,0,2.25318906059409e-08,3.92159622586404e-08,0,"No history [0-3]",3.18686039410574e-08
"35844",2012-09-30,"Other","Air Force","Defense","5530","PLYWOOD AND VENEER",-2,0,0,0,2,"Not PBL","Not PBL",18209.44,"Air Force","Air Force","Air Force",FALSE,"Products","Products (All)","Other","Other Products",TRUE,0.980234506,1,1.023166361,1.1704,0.9711,1.85766159919288e-05,1.87513541344867e-05,4.26029659002065,TRUE,0,6.11415299044094e-09,1.06414680023995e-08,0,"No history [0-3]",8.64772173339146e-09
"35845",2010-09-30,"Fuels","DLA","Defense","9130","LIQUID PROPELLANTS -PETROLEUM BASE",-2,0,0,0,2,"Not PBL","Not PBL",5697129.19,"Other DoD","DLA","DLA",FALSE,"Fuels","Products (All)","Fuels","Fuels",TRUE,0.938944724,0.957877649,0.980068188,1.1211,0.9348,0.00606758741422994,0.00609448993367565,6.75565606777474,TRUE,0,1.98719748909565e-06,3.45864726115315e-06,0,"No history [0-3]",2.81064784310444e-06
"35846",2010-09-30,"Fuels","DLA","Defense","9135","LIQUID PROPELLANT FUELS AND OXIDIZERS, CHEMICAL BASE",-2,0,0,0,2,"Not PBL","Not PBL",11330152.55,"Other DoD","DLA","DLA",FALSE,"Fuels","Products (All)","Fuels","Fuels",TRUE,0.938944724,0.957877649,0.980068188,1.1211,0.9348,0.0120669004898738,0.012120402813436,7.05423575727533,TRUE,0,3.95203442778707e-06,6.8783767716359e-06,0,"No history [0-3]",5.58966942203074e-06
"35847",2011-09-30,"Clothing & Subsistence","Navy","Defense","8945","FOOD, OILS AND FATS",-2,0,0,0,2,"Not PBL","Not PBL",743113.63,"Navy","Navy","Navy",FALSE,"Products","Products (All)","Clothing & Subsistence","Clothing & Sub.",TRUE,0.958040201,0.977358168,1,1.1439,0.9532,0.000775660175036851,0.000779598856483424,5.87105522709678,TRUE,0,2.54199597827763e-07,4.4242544972887e-07,0,"No history [0-3]",3.59534246230234e-07
"35848",2011-09-30,"Other","Navy","Defense","9610","ORES",-2,0,0,0,2,"Not PBL","Not PBL",42212.92,"Navy","Navy","Navy",FALSE,"Products","Products (All)","Other","Other Products",TRUE,0.958040201,0.977358168,1,1.1439,0.9532,4.40617418308107e-05,4.42854804867814e-05,4.62544539470417,TRUE,0,1.44399279651694e-08,2.51321861979154e-08,0,"No history [0-3]",2.04235123144991e-08
"35849",2012-09-30,"Fuels","Air Force","Defense","9110","FUELS, SOLID",-2,0,0,0,2,"Not PBL","Not PBL",98765.4,"Air Force","Air Force","Air Force",FALSE,"Fuels","Products (All)","Fuels","Fuels",TRUE,0.980234506,1,1.023166361,1.1704,0.9711,0.000100756910102081,0.000101704664813099,4.99460482696756,TRUE,0,3.31622919629651e-08,5.77178015273498e-08,0,"No history [0-3]",4.69040067177849e-08
"35850",2012-09-30,"Other","Air Force","Defense","9610","ORES",-2,0,0,0,2,"Not PBL","Not PBL",3264860.6,"Air Force","Air Force","Air Force",FALSE,"Products","Products (All)","Other","Other Products",TRUE,0.980234506,1,1.023166361,1.1704,0.9711,0.00333069340042188,0.00336202306662548,6.5138646429026,TRUE,0,1.0962367431872e-06,1.90796145335577e-06,0,"No history [0-3]",1.55049281949986e-06
"35851",2012-09-30,"Other","Air Force","Defense","9650","NONFERROUS BASE METAL REFINERY",-2,0,0,0,2,"Not PBL","Not PBL",-2180.38,"Air Force","Air Force","Air Force",FALSE,"Products","Products (All)","Other","Other Products",TRUE,0.980234506,1,1.023166361,1.1704,0.9711,-2.22434528335202e-06,-2.24526825249717e-06,NA,TRUE,0,-7.32102519204194e-10,-1.27419865756837e-09,0,"No history [0-3]",-1.03546948797174e-09
"35852",2010-09-30,"Other","Navy","Defense","5530","PLYWOOD AND VENEER",-2,0,0,0,2,"Not PBL","Not PBL",127401.6,"Navy","Navy","Navy",FALSE,"Products","Products (All)","Other","Other Products",TRUE,0.938944724,0.957877649,0.980068188,1.1211,0.9348,0.000135685942679625,0.000136287548138639,5.10517488221289,TRUE,0,4.44385463596566e-08,7.73437252713114e-08,0,"No history [0-3]",6.28528896407305e-08
"35853",2013-09-30,"Fuels","Air Force","Defense","9130","LIQUID PROPELLANTS -PETROLEUM BASE",-2,0,0,0,2,"Not PBL","Not PBL",498628.7697,"Air Force","Air Force","Air Force",FALSE,"Fuels","Products (All)","Fuels","Fuels",TRUE,1,1.020164046,1.043797535,1.194,0.9847,0.0004986287697,0.000506376327510917,5.69777733265451,TRUE,0,1.6511140021857e-07,2.87370578558352e-07,0,"No history [0-3]",2.33529884897083e-07
"35854",2013-09-30,"Fuels","Air Force","Defense","9135","LIQUID PROPELLANT FUELS AND OXIDIZERS, CHEMICAL BASE",-2,0,0,0,2,"Not PBL","Not PBL",9999.4297,"Air Force","Air Force","Air Force",FALSE,"Fuels","Products (All)","Fuels","Fuels",TRUE,1,1.020164046,1.043797535,1.194,0.9847,9.9994297e-06,1.01547981110998e-05,3.99997523147942,TRUE,0,3.31112029525993e-09,5.76288829036365e-09,0,"No history [0-3]",4.68317475600621e-09
"35855",2013-09-30,"Other","Air Force","Defense","9420","FIBERS VEGETABLE ANIMAL & SYNTHETIC",-2,0,0,0,2,"Not PBL","Not PBL",-50,"Air Force","Air Force","Air Force",FALSE,"Products","Products (All)","Other","Other Products",TRUE,1,1.020164046,1.043797535,1.194,0.9847,-5e-08,-5.07768863613283e-08,NA,TRUE,0,-1.65565456961007e-11,-2.88160848331363e-11,0,"No history [0-3]",-2.34172092634753e-11
"35856",2012-09-30,"Clothing & Subsistence","DLA","Defense","8915","FRUITS AND VEGETABLES",-2,0,0,0,2,"Not PBL","Not PBL",1825523.9,"Other DoD","DLA","DLA",FALSE,"Products","Products (All)","Clothing & Subsistence","Clothing & Sub.",TRUE,0.980234506,1,1.023166361,1.1704,0.9711,0.0018623338485087,0.0018798516115745,6.26138752316368,TRUE,0,6.12953084351106e-07,1.06682326142185e-06,0,"No history [0-3]",8.66947182607238e-07
"35857",2012-09-30,"Fuels","DLA","Defense","9140","FUEL OILS",-2,0,0,0,2,"Not PBL","Not PBL",233883183.12,"Other DoD","DLA","DLA",FALSE,"Fuels","Products (All)","Fuels","Fuels",TRUE,0.980234506,1,1.023166361,1.1704,0.9711,0.23859921446185,0.240843562063639,8.36899899589743,TRUE,0,7.85305623614451e-05,0.000136679678752933,0,"No history [0-3]",0.000111071877319764
"35858",2012-09-30,"Fuels","DLA","Defense","9160","MISCELLANEOUS WAXES, OILS, AND FATS",-2,0,0,0,2,"Not PBL","Not PBL",1910940.35,"Other DoD","DLA","DLA",FALSE,"Fuels","Products (All)","Fuels","Fuels",TRUE,0.980234506,1,1.023166361,1.1704,0.9711,0.00194947263976443,0.00196781006075584,6.28124713076503,TRUE,0,6.41633221862218e-07,1.11674003094104e-06,0,"No history [0-3]",9.07511729954886e-07
"35859",2013-09-30,"Fuels","Air Force","Defense","9140","FUEL OILS",-2,0,0,0,2,"Not PBL","Not PBL",412542.8436,"Air Force","Air Force","Air Force",FALSE,"Fuels","Products (All)","Fuels","Fuels",TRUE,1,1.020164046,1.043797535,1.194,0.9847,0.0004125428436,0.000418952821773129,5.61546905778983,TRUE,0,1.36605688833254e-07,2.37757391569618e-07,0,"No history [0-3]",1.93212041974608e-07
"35860",2013-09-30,"Fuels","Air Force","Defense","9160","MISCELLANEOUS WAXES, OILS, AND FATS",-2,0,0,0,2,"Not PBL","Not PBL",259039.7578,"Air Force","Air Force","Air Force",FALSE,"Fuels","Products (All)","Fuels","Fuels",TRUE,1,1.020164046,1.043797535,1.194,0.9847,0.0002590397578,0.000263064646897532,5.41336642534779,TRUE,0,8.57760717424511e-08,1.49290232718398e-07,0,"No history [0-3]",1.21319764319251e-07
"35861",2010-09-30,"Clothing & Subsistence","Navy","Defense","8905","MEAT, POULTRY, AND FISH",-2,0,0,0,2,"Not PBL","Not PBL",427517.24,"Navy","Navy","Navy",FALSE,"Products","Products (All)","Clothing & Subsistence","Clothing & Sub.",TRUE,0.938944724,0.957877649,0.980068188,1.1211,0.9348,0.000455316728527674,0.000457335515618314,5.63095363271542,TRUE,0,1.49120926968676e-07,2.59539722886599e-07,0,"No history [0-3]",2.10913315886376e-07
"35862",2010-09-30,"Clothing & Subsistence","Navy","Defense","8915","FRUITS AND VEGETABLES",-2,0,0,0,2,"Not PBL","Not PBL",6990.77,"Navy","Navy","Navy",FALSE,"Products","Products (All)","Clothing & Subsistence","Clothing & Sub.",TRUE,0.938944724,0.957877649,0.980068188,1.1211,0.9348,7.44534776255902e-06,7.47835900727428e-06,3.84452501384779,TRUE,0,2.43842822016911e-09,4.24399846089002e-09,0,"No history [0-3]",3.4488585332816e-09
"35863",2010-09-30,"Fuels","Navy","Defense","9110","FUELS, SOLID",-2,0,0,0,2,"Not PBL","Not PBL",107823.1,"Navy","Navy","Navy",FALSE,"Fuels","Products (All)","Fuels","Fuels",TRUE,0.938944724,0.957877649,0.980068188,1.1211,0.9348,0.00011483434247403,0.000115343495934959,5.03271181398436,TRUE,0,3.76094321263775e-08,6.54578923993195e-08,0,"No history [0-3]",5.31939426586593e-08
"35864",2010-09-30,"Fuels","Navy","Defense","9140","FUEL OILS",-2,0,0,0,2,"Not PBL","Not PBL",1729897.24,"Navy","Navy","Navy",FALSE,"Fuels","Products (All)","Fuels","Fuels",TRUE,0.938944724,0.957877649,0.980068188,1.1211,0.9348,0.00184238453636596,0.00185055331621737,6.23802030577247,TRUE,0,6.03399947074307e-07,1.05019636235463e-06,0,"No history [0-3]",8.5343543813833e-07
"35865",2010-09-30,"Fuels","Navy","Defense","9150","OIL & GREASE-CUT,LUBR & HYDRAULIC",-2,0,0,0,2,"Not PBL","Not PBL",538662.79,"Navy","Navy","Navy",FALSE,"Fuels","Products (All)","Fuels","Fuels",TRUE,0.938944724,0.957877649,0.980068188,1.1211,0.9348,0.000573689564711799,0.000576233194266153,5.73131697618487,TRUE,0,1.87889252298535e-07,3.27014628102301e-07,0,"No history [0-3]",2.65746371265651e-07
"35866",2010-09-30,"Fuels","Navy","Defense","9160","MISCELLANEOUS WAXES, OILS, AND FATS",-2,0,0,0,2,"Not PBL","Not PBL",15717.09,"Navy","Navy","Navy",FALSE,"Fuels","Products (All)","Fuels","Fuels",TRUE,0.938944724,0.957877649,0.980068188,1.1211,0.9348,1.6739100394583e-05,1.68133183568678e-05,4.19637214005388,TRUE,0,5.48222810862576e-09,9.5416249954826e-09,0,"No history [0-3]",7.75394126324496e-09
"35867",2012-09-30,"Other","Air Force","Defense","9670","IRON AND STEEL SCRAP",-2,0,0,0,2,"Not PBL","Not PBL",11116.07,"Air Force","Air Force","Air Force",FALSE,"Products","Products (All)","Other","Other Products",TRUE,0.980234506,1,1.023166361,1.1704,0.9711,1.13402149505641e-05,1.14468849758006e-05,4.04595127294862,TRUE,0,3.732424096098e-09,6.49615272174392e-09,0,"No history [0-3]",5.27905746299177e-09
"35868",2012-09-30,"Clothing & Subsistence","Navy","Defense","8945","FOOD, OILS AND FATS",-2,0,0,0,2,"Not PBL","Not PBL",44848.25,"Navy","Navy","Navy",FALSE,"Products","Products (All)","Clothing & Subsistence","Clothing & Sub.",TRUE,0.980234506,1,1.023166361,1.1704,0.9711,4.57525721911283e-05,4.6182936875708e-05,4.65174550133393,TRUE,0,1.50586213443984e-08,2.62090002404583e-08,0,"No history [0-3]",2.12985784422571e-08
"35869",2012-09-30,"Other","Navy","Defense","9630","ADDITIVE METAL MATERIALS",-2,0,0,0,2,"Not PBL","Not PBL",9150.01,"Navy","Navy","Navy",FALSE,"Products","Products (All)","Other","Other Products",TRUE,0.980234506,1,1.023166361,1.1704,0.9711,9.33451122562298e-06,9.42231490062816e-06,3.96142156870497,TRUE,0,3.07228344221813e-09,5.34720115701719e-09,0,"No history [0-3]",4.34536923363647e-09
"35870",2012-09-30,"Other","Navy","Defense","9640","IRON & STEEL PRIMARY & SEMIFINISHED",-2,0,0,0,2,"Not PBL","Not PBL",256367.47,"Navy","Navy","Navy",FALSE,"Products","Products (All)","Other","Other Products",TRUE,0.980234506,1,1.023166361,1.1704,0.9711,0.000261536875544351,0.000263996982803007,5.40886291750914,TRUE,0,8.60800734867342e-08,1.49819337050514e-07,0,"No history [0-3]",1.21749737611568e-07
"35871",2013-09-30,"Other","Army","Defense","9650","NONFERROUS BASE METAL REFINERY",-2,0,0,0,2,"Not PBL","Not PBL",2100,"Army","Army","Army",FALSE,"Products","Products (All)","Other","Other Products",TRUE,1,1.020164046,1.043797535,1.194,0.9847,2.1e-06,2.13262922717579e-06,3.32221929473392,TRUE,0,6.95374919236229e-10,1.21027556299172e-09,0,"No history [0-3]",9.83522789065964e-10
"35872",2013-09-30,"Other","Army","Defense","5530","PLYWOOD AND VENEER",-2,0,0,0,2,"Not PBL","Not PBL",332612.7938,"Army","Army","Army",FALSE,"Products","Products (All)","Other","Other Products",TRUE,1,1.020164046,1.043797535,1.194,0.9847,0.0003326127938,0.000337780840662131,5.52193895014472,TRUE,0,1.10138378393148e-07,1.91691969654545e-07,0,"No history [0-3]",1.55777267922475e-07
"35873",2011-09-30,"Fuels","Air Force","Defense","9110","FUELS, SOLID",-2,0,0,0,2,"Not PBL","Not PBL",25983.6,"Air Force","Air Force","Air Force",FALSE,"Fuels","Products (All)","Fuels","Fuels",TRUE,0.958040201,0.977358168,1,1.1439,0.9532,2.71216176240604e-05,2.72593369702056e-05,4.41469932194186,TRUE,0,8.88830510364539e-09,1.54697820783816e-08,0,"No history [0-3]",1.25714206592441e-08
"35874",2011-09-30,"Other","Air Force","Defense","9650","NONFERROUS BASE METAL REFINERY",-2,0,0,0,2,"Not PBL","Not PBL",44293.75,"Air Force","Air Force","Air Force",FALSE,"Products","Products (All)","Other","Other Products",TRUE,0.958040201,0.977358168,1,1.1439,0.9532,4.6233707055055e-05,4.64684746118338e-05,4.64634245010559,TRUE,0,1.51517250952367e-08,2.63710440406377e-08,0,"No history [0-3]",2.14302623125893e-08
"35875",2012-09-30,"Fuels","Other DoD","Defense","9150","OIL & GREASE-CUT,LUBR & HYDRAULIC",-2,0,0,0,2,"Not PBL","Not PBL",37077.15,"Other DoD","Other DoD","Additional
DoD
Components",FALSE,"Fuels","Products (All)","Fuels","Fuels",TRUE,0.980234506,1,1.023166361,1.1704,0.9711,3.78247753706397e-05,3.81805684275564e-05,4.56910634395027,TRUE,0,1.24493321897613e-08,2.16676243390881e-08,0,"No history [0-3]",1.76080580109666e-08
"35876",2012-09-30,"Other","Navy","Defense","9650","NONFERROUS BASE METAL REFINERY",-2,0,0,0,2,"Not PBL","Not PBL",1825431.28,"Navy","Navy","Navy",FALSE,"Products","Products (All)","Other","Other Products",TRUE,0.980234506,1,1.023166361,1.1704,0.9711,0.00186223936091472,0.0018797562351972,6.26136548818766,TRUE,0,6.12921985489747e-07,1.06676913494864e-06,0,"No history [0-3]",8.66903197070783e-07
"35877",2012-09-30,"Other","Army","Defense","5510","LUMBER & RELATED WOOD MATERIALS",-2,0,0,0,2,"Not PBL","Not PBL",4896244.67,"Army","Army","Army",FALSE,"Products","Products (All)","Other","Other Products",TRUE,0.980234506,1,1.023166361,1.1704,0.9711,0.00499497277440262,0.00504195723406446,6.68986311178781,TRUE,0,1.64400382389634e-06,2.86133077061809e-06,0,"No history [0-3]",2.32524237125146e-06
"35878",2012-09-30,"Other","Army","Defense","9650","NONFERROUS BASE METAL REFINERY",-2,0,0,0,2,"Not PBL","Not PBL",621457.26,"Army","Army","Army",FALSE,"Products","Products (All)","Other","Other Products",TRUE,0.980234506,1,1.023166361,1.1704,0.9711,0.000633988352987035,0.00063995186901452,5.79341126590699,TRUE,0,2.0866565718991e-07,3.63175229284857e-07,0,"No history [0-3]",2.95132055333712e-07
"35879",2011-09-30,"Clothing & Subsistence","Army","Defense","8910","DAIRY FOODS AND EGGS",-2,0,0,0,2,"Not PBL","Not PBL",1086441.94,"Army","Army","Army",FALSE,"Products","Products (All)","Clothing & Subsistence","Clothing & Sub.",TRUE,0.958040201,0.977358168,1,1.1439,0.9532,0.00113402541862646,0.0011397838229123,6.03600652236261,TRUE,0,3.71643168772472e-07,6.46831849805804e-07,0,"No history [0-3]",5.25643815698567e-07
"35880",2011-09-30,"Other","Army","Defense","9650","NONFERROUS BASE METAL REFINERY",-2,0,0,0,2,"Not PBL","Not PBL",1480064.22,"Army","Army","Army",FALSE,"Products","Products (All)","Other","Other Products",TRUE,0.958040201,0.977358168,1,1.1439,0.9532,0.00154488738411511,0.00155273208140999,6.17028055984532,TRUE,0,5.06290982017462e-07,8.81181627850251e-07,0,"No history [0-3]",7.16086682073156e-07
"35881",2012-09-30,"Clothing & Subsistence","Other DoD","Defense","8945","FOOD, OILS AND FATS",-2,0,0,0,2,"Not PBL","Not PBL",14850,"Other DoD","Other DoD","Additional
DoD
Components",FALSE,"Products","Products (All)","Clothing & Subsistence","Clothing & Sub.",TRUE,0.980234506,1,1.023166361,1.1704,0.9711,1.51494360881028e-05,1.5291936978684e-05,4.17172645365323,TRUE,0,4.9861594814584e-09,8.67823501632296e-09,0,"No history [0-3]",7.05231285206263e-09
"35882",2013-09-30,"Other","DLA","Defense","5530","PLYWOOD AND VENEER",-2,0,0,0,2,"Not PBL","Not PBL",1573072.9089,"Other DoD","DLA","DLA",FALSE,"Products","Products (All)","Other","Other Products",TRUE,1,1.020164046,1.043797535,1.194,0.9847,0.0015730729089,0.00159751488666599,6.19674885180266,TRUE,0,5.20893069990018e-07,9.06596047831418e-07,0,"No history [0-3]",7.36739549888303e-07
"35883",2012-09-30,"Fuels","Army","Defense","9130","LIQUID PROPELLANTS -PETROLEUM BASE",-2,0,0,0,2,"Not PBL","Not PBL",192758832.55,"Army","Army","Army",FALSE,"Fuels","Products (All)","Fuels","Fuels",TRUE,0.980234506,1,1.023166361,1.1704,0.9711,0.196645630581383,0.19849534811039,8.28501428731879,TRUE,0,6.47223084548172e-05,0.000112646899012858,0,"No history [0-3]",9.15417907165625e-05
"35884",2012-09-30,"Fuels","Army","Defense","9135","LIQUID PROPELLANT FUELS AND OXIDIZERS, CHEMICAL BASE",-2,0,0,0,2,"Not PBL","Not PBL",375267.43,"Army","Army","Army",FALSE,"Fuels","Products (All)","Fuels","Fuels",TRUE,0.980234506,1,1.023166361,1.1704,0.9711,0.000382834339847245,0.000386435413448666,5.57434087300597,TRUE,0,1.26002912739194e-07,2.19303633098419e-07,0,"No history [0-3]",1.78215711754176e-07
"35885",2012-09-30,"Other","Army","Defense","9450","NONMETALLIC SCRAP, EXCEPT TEXTILE",-2,0,0,0,2,"Not PBL","Not PBL",-2420,"Army","Army","Army",FALSE,"Products","Products (All)","Other","Other Products",TRUE,0.980234506,1,1.023166361,1.1704,0.9711,-2.46879699213527e-06,-2.49201935948924e-06,NA,TRUE,0,-8.12559322904333e-10,-1.41423089154893e-09,0,"No history [0-3]",-1.14926579811391e-09
"35886",2012-09-30,"Other","Army","Defense","9680","NONFERROUS SCRAP",-2,0,0,0,2,"Not PBL","Not PBL",101026.97,"Army","Army","Army",FALSE,"Products","Products (All)","Other","Other Products",TRUE,0.980234506,1,1.023166361,1.1704,0.9711,0.000103064082504355,0.000104033539285347,5.00443732782825,TRUE,0,3.39216555116844e-08,5.90394470469367e-08,0,"No history [0-3]",4.79780335983802e-08
"35887",2013-09-30,"Other","Air Force","Defense","5510","LUMBER & RELATED WOOD MATERIALS",-2,0,0,0,2,"Not PBL","Not PBL",1125238.7447,"Air Force","Air Force","Air Force",FALSE,"Products","Products (All)","Other","Other Products",TRUE,1,1.020164046,1.043797535,1.194,0.9847,0.0011252387447,0.00114272239737991,6.0512446775633,TRUE,0,3.72601333912971e-07,6.4849950249614e-07,0,"No history [0-3]",5.26999023120204e-07
"35888",2013-09-30,"Other","Army","Defense","9410","CRUDE GRADES OF PLANT MATERIALS",-2,0,0,0,2,"Not PBL","Not PBL",11200,"Army","Army","Army",FALSE,"Products","Products (All)","Other","Other Products",TRUE,1,1.020164046,1.043797535,1.194,0.9847,1.12e-05,1.13740225449375e-05,4.04921802267018,TRUE,0,3.70866623592656e-09,6.45480300262253e-09,0,"No history [0-3]",5.24545487501847e-09
"35889",2013-09-30,"Other","Army","Defense","9610","ORES",-2,0,0,0,2,"Not PBL","Not PBL",10898.8999,"Army","Army","Army",FALSE,"Products","Products (All)","Other","Other Products",TRUE,1,1.020164046,1.043797535,1.194,0.9847,1.08988999e-05,1.10682440337159e-05,4.03738266386073,TRUE,0,3.60896268463155e-09,6.28127248212522e-09,0,"No history [0-3]",5.10443639399941e-09
"35890",2013-09-30,"Other","Army","Defense","9640","IRON & STEEL PRIMARY & SEMIFINISHED",-2,0,0,0,2,"Not PBL","Not PBL",6197668.7229,"Army","Army","Army",FALSE,"Products","Products (All)","Other","Other Products",TRUE,1,1.020164046,1.043797535,1.194,0.9847,0.0061976687229,0.00629396640895704,6.79222835866326,TRUE,0,2.05223970839976e-06,3.57185095373524e-06,0,"No history [0-3]",2.9026421085969e-06
"35891",2013-09-30,"Other","Air Force","Defense","9620","MINERALS, NATURAL AND SYNTHETIC",-2,0,0,0,2,"Not PBL","Not PBL",6291,"Air Force","Air Force","Air Force",FALSE,"Products","Products (All)","Other","Other Products",TRUE,1,1.020164046,1.043797535,1.194,0.9847,6.291e-06,6.38874784198233e-06,3.79871968518501,TRUE,0,2.08314457948339e-09,3.62563979370521e-09,0,"No history [0-3]",2.94635326953047e-09
"35892",2013-09-30,"Other","Army","Defense","5510","LUMBER & RELATED WOOD MATERIALS",-2,0,0,0,2,"Not PBL","Not PBL",3277105.2198,"Army","Army","Army",FALSE,"Products","Products (All)","Other","Other Products",TRUE,1,1.020164046,1.043797535,1.194,0.9847,0.0032771052198,0.00332802398679801,6.51549038573542,TRUE,0,1.08515084645098e-06,1.88866684041741e-06,0,"No history [0-3]",1.53481317420968e-06
"35893",2013-09-30,"Fuels","Navy","Defense","9130","LIQUID PROPELLANTS -PETROLEUM BASE",-2,0,0,0,2,"Not PBL","Not PBL",2755323.5739,"Navy","Navy","Navy",FALSE,"Fuels","Products (All)","Fuels","Fuels",TRUE,1,1.020164046,1.043797535,1.194,0.9847,0.0027553235739,0.00279813504001219,6.44017260794552,TRUE,0,9.12372813176377e-07,1.58795275696485e-06,0,"No history [0-3]",1.29043977437206e-06
"35894",2013-09-30,"Fuels","Navy","Defense","9135","LIQUID PROPELLANT FUELS AND OXIDIZERS, CHEMICAL BASE",-2,0,0,0,2,"Not PBL","Not PBL",45221.5586,"Navy","Navy","Navy",FALSE,"Fuels","Products (All)","Fuels","Fuels",TRUE,1,1.020164046,1.043797535,1.194,0.9847,4.52215586e-05,4.5924198842287e-05,4.65534552660099,TRUE,0,1.49742560281959e-08,2.60621653780849e-08,0,"No history [0-3]",2.11792540191342e-08
"35895",2013-09-30,"Other","Navy","Defense","9440","MISC CRUDE AGRI & FORESTRY PROD",-2,0,0,0,2,"Not PBL","Not PBL",18020.8,"Navy","Navy","Navy",FALSE,"Products","Products (All)","Other","Other Products",TRUE,1,1.020164046,1.043797535,1.194,0.9847,1.80208e-05,1.83008022748045e-05,4.25577406676921,TRUE,0,5.96724397360583e-09,1.03857780312197e-08,0,"No history [0-3]",8.43993689390472e-09
