"","Fiscal.Year","ProductOrServiceArea","Customer","SubCustomer","Contracting.Agency.ID","MajorCommandID","ProductOrServiceCode","ProductOrServiceCodeText","MaxOfPSCscore","MaxOfIsOnlyOneSource","MaxOfIsSingleAward","LengthScore","PricingScore","MaxOfIsOfficialPBL","MaxOfIsPerformanceBasedLogistics","Action.Obligation","MajorCommandCode","ContractingOfficeCode","MajorCommandName","MCC_StartFiscal_Year","MCC_EndFiscal_Year","ContractingOfficeName","Contracting.Department.ID","Contracting.Agency.Name","CSIS.Name","Summarized.Agency","SubCustomer.sum","SubCustomer.detail","SubCustomer.platform","SubCustomer.component","Subcustomer.Obsolete","ProductServiceOrRnDarea","ServicesCategory.detail","ServicesCategory.sum","ProductsCategory.detail","ProductOrServiceArea.DLA","ProductOrServicesCategory.Graph","ProductServiceOrRnDarea.sum","SupplyServiceFRC","SupplyServiceERS","Deflator.2005","Deflator.2011","Deflator.2012","Deflator.2013","Deflator.2014","Deflator.2015","Deflator.2016","Obligation.2013","Obligation.2014","Obligation.2015","Obligation.2016","LogOfAction.Obligation","Fiscal.Year.End","Fiscal.Year.Start","Graph","LengthSingleScore","pObligation","pObligationLS","JointScore","AddressCat","pObligationA"
"238333",2014-01-01,"Other","Defense","DLA","97AS","ORG-2784","6695","COMBINATION & MISC INSTRUMENTS",0,0,0,0,2,"Not PBL","Not PBL",1222231.63,"DLA MARITIME",NA,"DLA MARITIME",2005,2014,"Unlabeled","9700","DEFENSE LOGISTICS AGENCY","DEFENSE LOGISTICS AGENCY","Other DoD","Other DoD","DLA","DLA","DLA",FALSE,"Other","Products","Products (All)","Other","Other Products",TRUE,"Products (All)","Supplies","Supplies",1.2196,1.066177113,1.04203691,1.021440536,1,0.986070912,0.9855,0.00119657639081596,0.00122223163,0.00123949668844912,0.00124021474378488,6.08715351858911,2014-09-30,2013-10-01,TRUE,0,3.53145028764347e-07,5.81412859426048e-07,2,"No history [0-3]",4.93513102367572e-07
"238334",2014-01-01,"Other","Defense","DLA","97AS","ORG-2784","6710","CAMERAS, MOTION PICTURE",0,0,0,0,2,"Not PBL","Not PBL",17083.39,"DLA MARITIME",NA,"DLA MARITIME",2005,2014,"Unlabeled","9700","DEFENSE LOGISTICS AGENCY","DEFENSE LOGISTICS AGENCY","Other DoD","Other DoD","DLA","DLA","DLA",FALSE,"Other","Products","Products (All)","Other","Other Products",TRUE,"Products (All)","Supplies","Supplies",1.2196,1.066177113,1.04203691,1.021440536,1,0.986070912,0.9855,1.67248012957261e-05,1.708339e-05,1.73247073735809e-05,1.73347437848808e-05,4.23257405559231,2014-09-30,2013-10-01,TRUE,0,4.93598275880207e-09,8.1265305076341e-09,2,"No history [0-3]",6.8979370120336e-09
"238335",2014-01-01,"Other","Defense","DLA","97AS","ORG-2784","6720","CAMERAS, STILL PICTURE",0,0,0,0,2,"Not PBL","Not PBL",67418.05,"DLA MARITIME",NA,"DLA MARITIME",2005,2014,"Unlabeled","9700","DEFENSE LOGISTICS AGENCY","DEFENSE LOGISTICS AGENCY","Other DoD","Other DoD","DLA","DLA","DLA",FALSE,"Other","Products","Products (All)","Other","Other Products",TRUE,"Products (All)","Supplies","Supplies",1.2196,1.066177113,1.04203691,1.021440536,1,0.986070912,0.9855,6.60029121851886e-05,6.741805e-05,6.8370387139054e-05,6.84099949264333e-05,4.82877618683095,2014-09-30,2013-10-01,TRUE,0,1.94794085033507e-08,3.20706159661637e-08,2,"No history [0-3]",2.72220831096247e-08
"238336",2014-01-01,"Other","Defense","DLA","97AS","ORG-2784","6760","PHOTOGRAPHIC EQ & ACCESSORIES",0,0,0,0,2,"Not PBL","Not PBL",75459.41,"DLA MARITIME",NA,"DLA MARITIME",2005,2014,"Unlabeled","9700","DEFENSE LOGISTICS AGENCY","DEFENSE LOGISTICS AGENCY","Other DoD","Other DoD","DLA","DLA","DLA",FALSE,"Other","Products","Products (All)","Other","Other Products",TRUE,"Products (All)","Supplies","Supplies",1.2196,1.066177113,1.04203691,1.021440536,1,0.986070912,0.9855,7.38754801092014e-05,7.545941e-05,7.6525338169594e-05,7.65696702181634e-05,4.87771340522827,2014-09-30,2013-10-01,TRUE,0,2.18028357808009e-08,3.58958729767961e-08,2,"No history [0-3]",3.04690261795357e-08
"238337",2014-01-01,"Other","Defense","DLA","97AS","ORG-2784","6830","GASES: COMPRESSED AND LIQUEFIED",0,0,0,0,2,"Not PBL","Not PBL",458078.37,"DLA MARITIME",NA,"DLA MARITIME",2005,2014,"Unlabeled","9700","DEFENSE LOGISTICS AGENCY","DEFENSE LOGISTICS AGENCY","Other DoD","Other DoD","DLA","DLA","DLA",FALSE,"Other","Products","Products (All)","Other","Other Products",TRUE,"Products (All)","Supplies","Supplies",1.2196,1.066177113,1.04203691,1.021440536,1,0.986070912,0.9855,0.00044846308116364,0.00045807837,0.000464549115510265,0.000464818234398782,5.66093978531151,2014-09-30,2013-10-01,TRUE,0,1.32354698716131e-07,2.17906858573872e-07,2,"No history [0-3]",1.84963039703187e-07
"238338",2014-01-01,"Other","Defense","DLA","97AS","ORG-2784","7530","STATIONERY AND RECORD FORMS",0,0,0,0,2,"Not PBL","Not PBL",6174.35,"DLA MARITIME",NA,"DLA MARITIME",2005,2014,"Unlabeled","9700","DEFENSE LOGISTICS AGENCY","DEFENSE LOGISTICS AGENCY","Other DoD","Other DoD","DLA","DLA","DLA",FALSE,"Other","Products","Products (All)","Other","Other Products",TRUE,"Products (All)","Supplies","Supplies",1.2196,1.066177113,1.04203691,1.021440536,1,0.986070912,0.9855,6.04474737626822e-06,6.17435e-06,6.26156793072505e-06,6.26519533231862e-06,3.79059124431685,2014-09-30,2013-10-01,TRUE,0,1.78398345684373e-09,2.93712451918563e-09,2,"No history [0-3]",2.49308113847718e-09
"238339",2014-01-01,"Other","Defense","DLA","97AS","ORG-2784","7610","BOOKS AND PAMPHLETS",0,0,0,0,2,"Not PBL","Not PBL",152266.79,"DLA MARITIME",NA,"DLA MARITIME",2005,2014,"Unlabeled","9700","DEFENSE LOGISTICS AGENCY","DEFENSE LOGISTICS AGENCY","Other DoD","Other DoD","DLA","DLA","DLA",FALSE,"Other","Products","Products (All)","Other","Other Products",TRUE,"Products (All)","Supplies","Supplies",1.2196,1.066177113,1.04203691,1.021440536,1,0.986070912,0.9855,0.000149070635669388,0.00015226679,0.000154417687558763,0.000154507143581938,5.18260519228891,2014-09-30,2013-10-01,TRUE,0,4.39951467582334e-08,7.24329722750879e-08,2,"No history [0-3]",6.14823361431512e-08
"238340",2014-01-01,"Other","Defense","DLA","97AS","ORG-2784","7920","BROOMS, BRUSHES, MOPS, AND SPONGES",0,0,0,0,2,"Not PBL","Not PBL",97928.4,"DLA MARITIME",NA,"DLA MARITIME",2005,2014,"Unlabeled","9700","DEFENSE LOGISTICS AGENCY","DEFENSE LOGISTICS AGENCY","Other DoD","Other DoD","DLA","DLA","DLA",FALSE,"Other","Products","Products (All)","Other","Other Products",TRUE,"Products (All)","Supplies","Supplies",1.2196,1.066177113,1.04203691,1.021440536,1,0.986070912,0.9855,9.58728350291358e-05,9.79284e-05,9.93117217111461e-05,9.93692541856925e-05,4.99090865885769,2014-09-30,2013-10-01,TRUE,0,2.82949048167298e-08,4.65843213884244e-08,2,"No history [0-3]",3.95415625873572e-08
"238341",2014-01-01,"Other","Defense","DLA","97AS","ORG-2784","8145","SPECIAL SHIPPING & STORAGE CONTAIN",0,0,0,0,2,"Not PBL","Not PBL",480732.77,"DLA MARITIME",NA,"DLA MARITIME",2005,2014,"Unlabeled","9700","DEFENSE LOGISTICS AGENCY","DEFENSE LOGISTICS AGENCY","Other DoD","Other DoD","DLA","DLA","DLA",FALSE,"Other","Products","Products (All)","Other","Other Products",TRUE,"Products (All)","Supplies","Supplies",1.2196,1.066177113,1.04203691,1.021440536,1,0.986070912,0.9855,0.00047064195423707,0.00048073277,0.000487523528125328,0.000487805956367326,5.68190372758962,2014-09-30,2013-10-01,TRUE,0,1.38900339119529e-07,2.28683506108825e-07,2,"No history [0-3]",1.94110441023733e-07
"239082",2014-01-01,"Other","Defense","DLA","97AS","ORG-2787","3460","MACHINE TOOL ACCESSORIES",0,0,0,0,2,"Not PBL","Not PBL",507402.31,"DLA AVIATION",NA,"DLA AVIATION",2002,2014,"Unlabeled","9700","DEFENSE LOGISTICS AGENCY","DEFENSE LOGISTICS AGENCY","Other DoD","Other DoD","DLA","DLA","DLA",FALSE,"Other","Products","Products (All)","Other","Other Products",TRUE,"Products (All)","Supplies","Supplies",1.2196,1.066177113,1.04203691,1.021440536,1,0.986070912,0.9855,0.000496751687559813,0.00050740231,0.000514569797998463,0.000514867894469812,5.70535244005948,2014-09-30,2013-10-01,TRUE,0,1.4660609246387e-07,2.41370146783455e-07,2,"No history [0-3]",2.04879076936155e-07
"239083",2014-01-01,"Other","Defense","DLA","97AS","ORG-2787","3740","PEST DISEASE & FROST CONT EQ",0,0,0,0,2,"Not PBL","Not PBL",89822.41,"DLA AVIATION",NA,"DLA AVIATION",2002,2014,"Unlabeled","9700","DEFENSE LOGISTICS AGENCY","DEFENSE LOGISTICS AGENCY","Other DoD","Other DoD","DLA","DLA","DLA",FALSE,"Other","Products","Products (All)","Other","Other Products",TRUE,"Products (All)","Supplies","Supplies",1.2196,1.066177113,1.04203691,1.021440536,1,0.986070912,0.9855,8.79369937204059e-05,8.982241e-05,9.1091227727038e-05,9.11439979705733e-05,4.95338470331699,2014-09-30,2013-10-01,TRUE,0,2.59528036949371e-08,4.27283200309902e-08,2,"No history [0-3]",3.62685231941118e-08
"239084",2014-01-01,"Other","Defense","DLA","97AS","ORG-2787","3940","BLOCKS, TACKLE, RIGGING, AND SLINGS",0,0,0,0,2,"Not PBL","Not PBL",494912.89,"DLA AVIATION",NA,"DLA AVIATION",2002,2014,"Unlabeled","9700","DEFENSE LOGISTICS AGENCY","DEFENSE LOGISTICS AGENCY","Other DoD","Other DoD","DLA","DLA","DLA",FALSE,"Other","Products","Products (All)","Other","Other Products",TRUE,"Products (All)","Supplies","Supplies",1.2196,1.066177113,1.04203691,1.021440536,1,0.986070912,0.9855,0.000484524426588843,0.00049491289,0.000501903954347657,0.000502194713343481,5.69452876515278,2014-09-30,2013-10-01,TRUE,0,1.42997466670778e-07,2.3542895755505e-07,2,"No history [0-3]",1.99836094689843e-07
"239085",2014-01-01,"Other","Defense","DLA","97AS","ORG-2787","4110","REFRIGERATION EQUIPMENT",0,0,0,0,2,"Not PBL","Not PBL",18778.62,"DLA AVIATION",NA,"DLA AVIATION",2002,2014,"Unlabeled","9700","DEFENSE LOGISTICS AGENCY","DEFENSE LOGISTICS AGENCY","Other DoD","Other DoD","DLA","DLA","DLA",FALSE,"Other","Products","Products (All)","Other","Other Products",TRUE,"Products (All)","Supplies","Supplies",1.2196,1.066177113,1.04203691,1.021440536,1,0.986070912,0.9855,1.83844475896147e-05,1.877862e-05,1.90438839351951e-05,1.90549162861492e-05,4.27366367374446,2014-09-30,2013-10-01,TRUE,0,5.42579339077875e-09,8.93294763634546e-09,2,"No history [0-3]",7.58243755676797e-09
"239086",2014-01-01,"Other","Defense","DLA","97AS","ORG-2787","4120","AIR CONDITIONING EQUIPMENT",0,0,0,0,2,"Not PBL","Not PBL",493583.69,"DLA AVIATION",NA,"DLA AVIATION",2002,2014,"Unlabeled","9700","DEFENSE LOGISTICS AGENCY","DEFENSE LOGISTICS AGENCY","Other DoD","Other DoD","DLA","DLA","DLA",FALSE,"Other","Products","Products (All)","Other","Other Products",TRUE,"Products (All)","Supplies","Supplies",1.2196,1.066177113,1.04203691,1.021440536,1,0.986070912,0.9855,0.000483223127146385,0.00049358369,0.000500555978270252,0.000500845956367326,5.69336080041735,2014-09-30,2013-10-01,TRUE,0,1.42613414776921e-07,2.34796660080675e-07,2,"No history [0-3]",1.99299389862733e-07
"239087",2014-01-01,"Other","Defense","DLA","97AS","ORG-2787","4140","FANS AIR CIRCULATORS & BLOWER EQ",0,0,0,0,2,"Not PBL","Not PBL",819741.23,"DLA AVIATION",NA,"DLA AVIATION",2002,2014,"Unlabeled","9700","DEFENSE LOGISTICS AGENCY","DEFENSE LOGISTICS AGENCY","Other DoD","Other DoD","DLA","DLA","DLA",FALSE,"Other","Products","Products (All)","Other","Other Products",TRUE,"Products (All)","Supplies","Supplies",1.2196,1.066177113,1.04203691,1.021440536,1,0.986070912,0.9855,0.000802534460997737,0.00081974123,0.00083132077016384,0.00083180236428209,5.91367677906756,2014-09-30,2013-10-01,TRUE,0,2.36851618909315e-07,3.89949074156856e-07,2,"No history [0-3]",3.30995392056667e-07
"239088",2014-01-01,"Other","Defense","DLA","97AS","ORG-2787","4320","POWER AND HAND PUMPS",0,0,0,0,2,"Not PBL","Not PBL",8429148.48,"DLA AVIATION",NA,"DLA AVIATION",2002,2014,"Unlabeled","9700","DEFENSE LOGISTICS AGENCY","DEFENSE LOGISTICS AGENCY","Other DoD","Other DoD","DLA","DLA","DLA",FALSE,"Other","Products","Products (All)","Other","Other Products",TRUE,"Products (All)","Supplies","Supplies",1.2196,1.066177113,1.04203691,1.021440536,1,0.986070912,0.9855,0.0082522165343162,0.00842914848,0.00854821735173545,0.00855316943683409,6.92578370402974,2014-09-30,2013-10-01,TRUE,0,2.4354727936705e-06,4.00972712535964e-06,2,"No history [0-3]",3.40352443397468e-06
"239619",2014-01-01,"Other","Defense","DLA","97AS","ORG-2787","5307","STUDS",0,0,0,0,2,"Not PBL","Not PBL",244495.14,"DLA AVIATION",NA,"DLA AVIATION",2002,2014,"Unlabeled","9700","DEFENSE LOGISTICS AGENCY","DEFENSE LOGISTICS AGENCY","Other DoD","Other DoD","DLA","DLA","DLA",FALSE,"Other","Products","Products (All)","Other","Other Products",TRUE,"Products (All)","Supplies","Supplies",1.2196,1.066177113,1.04203691,1.021440536,1,0.986070912,0.9855,0.000239363067533478,0.00024449514,0.000247948841228976,0.000248092480974125,5.38827023077187,2014-09-30,2013-10-01,TRUE,0,7.06431098072981e-08,1.16305792596099e-07,2,"No history [0-3]",9.87223306070011e-08
"239620",2014-01-01,"Other","Defense","DLA","97AS","ORG-2787","5355","KNOBS AND POINTERS",0,0,0,0,2,"Not PBL","Not PBL",205514.47,"DLA AVIATION",NA,"DLA AVIATION",2002,2014,"Unlabeled","9700","DEFENSE LOGISTICS AGENCY","DEFENSE LOGISTICS AGENCY","Other DoD","Other DoD","DLA","DLA","DLA",FALSE,"Other","Products","Products (All)","Other","Other Products",TRUE,"Products (All)","Supplies","Supplies",1.2196,1.066177113,1.04203691,1.021440536,1,0.986070912,0.9855,0.000201200620845539,0.00020551447,0.000208417536202508,0.000208538274987316,5.31284240538443,2014-09-30,2013-10-01,TRUE,0,5.93802448228569e-08,9.77627748482738e-08,2,"No history [0-3]",8.29827024449754e-08
"239621",2014-01-01,"Other","Defense","DLA","97AS","ORG-2787","5430","STORAGE TANKS",0,0,0,0,2,"Not PBL","Not PBL",3511.68,"DLA AVIATION",NA,"DLA AVIATION",2002,2014,"Unlabeled","9700","DEFENSE LOGISTICS AGENCY","DEFENSE LOGISTICS AGENCY","Other DoD","Other DoD","DLA","DLA","DLA",FALSE,"Other","Products","Products (All)","Other","Other Products",TRUE,"Products (All)","Supplies","Supplies",1.2196,1.066177113,1.04203691,1.021440536,1,0.986070912,0.9855,3.43796812074041e-06,3.51168e-06,3.5612854585452e-06,3.56334855403348e-06,3.54551493417997,2014-09-30,2013-10-01,TRUE,0,1.01464591831188e-09,1.67049834096444e-09,2,"No history [0-3]",1.4179473422089e-09
"239622",2014-01-01,"Other","Defense","DLA","97AS","ORG-2787","5610","MINERAL CONSTRUCTION MATERIALS, BULK",0,0,0,0,2,"Not PBL","Not PBL",3300,"DLA AVIATION",NA,"DLA AVIATION",2002,2014,"Unlabeled","9700","DEFENSE LOGISTICS AGENCY","DEFENSE LOGISTICS AGENCY","Other DoD","Other DoD","DLA","DLA","DLA",FALSE,"Other","Products","Products (All)","Other","Other Products",TRUE,"Products (All)","Supplies","Supplies",1.2196,1.066177113,1.04203691,1.021440536,1,0.986070912,0.9855,3.2307313873825e-06,3.3e-06,3.34661529900194e-06,3.34855403348554e-06,3.51851393987789,2014-09-30,2013-10-01,TRUE,0,9.53484238435512e-10,1.5698026372513e-09,2,"No history [0-3]",1.33247511996804e-09
"239623",2014-01-01,"Other","Defense","DLA","97AS","ORG-2787","5640","WALLBOARD BLDG & THERMAL INSULATION",0,0,0,0,2,"Not PBL","Not PBL",92033.93,"DLA AVIATION",NA,"DLA AVIATION",2002,2014,"Unlabeled","9700","DEFENSE LOGISTICS AGENCY","DEFENSE LOGISTICS AGENCY","Other DoD","Other DoD","DLA","DLA","DLA",FALSE,"Other","Products","Products (All)","Other","Other Products",TRUE,"Products (All)","Supplies","Supplies",1.2196,1.066177113,1.04203691,1.021440536,1,0.986070912,0.9855,9.0102092834898e-05,9.203393e-05,9.33339873228103e-05,9.33880568239472e-05,4.96394796751034,2014-09-30,2013-10-01,TRUE,0,2.65917883806901e-08,4.37803351607884e-08,2,"No history [0-3]",3.71614914902668e-08
"239776",2014-01-01,"Other","Defense","DLA","97AS","ORG-2787","6830","GASES: COMPRESSED AND LIQUEFIED",0,0,0,0,2,"Not PBL","Not PBL",265591.81,"DLA AVIATION",NA,"DLA AVIATION",2002,2014,"Unlabeled","9700","DEFENSE LOGISTICS AGENCY","DEFENSE LOGISTICS AGENCY","Other DoD","Other DoD","DLA","DLA","DLA",FALSE,"Other","Products","Products (All)","Other","Other Products",TRUE,"Products (All)","Supplies","Supplies",1.2196,1.066177113,1.04203691,1.021440536,1,0.986070912,0.9855,0.000260016908120827,0.00026559181,0.000269343519586551,0.000269499553526129,5.42421467865288,2014-09-30,2013-10-01,TRUE,0,7.67386680886543e-08,1.2634143144556e-07,2,"No history [0-3]",1.07240751179479e-07
"239777",2014-01-01,"Other","Defense","DLA","97AS","ORG-2787","7220","FLOOR COVERINGS",0,0,0,0,2,"Not PBL","Not PBL",29301.49,"DLA AVIATION",NA,"DLA AVIATION",2002,2014,"Unlabeled","9700","DEFENSE LOGISTICS AGENCY","DEFENSE LOGISTICS AGENCY","Other DoD","Other DoD","DLA","DLA","DLA",FALSE,"Other","Products","Products (All)","Other","Other Products",TRUE,"Products (All)","Supplies","Supplies",1.2196,1.066177113,1.04203691,1.021440536,1,0.986070912,0.9855,2.86864374060831e-05,2.930149e-05,2.97153983992583e-05,2.97326128868595e-05,4.4668897050751,2014-09-30,2013-10-01,TRUE,0,8.4662148114169e-09,1.39386534173917e-08,2,"No history [0-3]",1.18313655766644e-08
"239778",2014-01-01,"Other","Defense","DLA","97AS","ORG-2787","7240","HOUSEHOLD & COMM UTIL CONTAINERS",0,0,0,0,2,"Not PBL","Not PBL",16414.24,"DLA AVIATION",NA,"DLA AVIATION",2002,2014,"Unlabeled","9700","DEFENSE LOGISTICS AGENCY","DEFENSE LOGISTICS AGENCY","Other DoD","Other DoD","DLA","DLA","DLA",FALSE,"Other","Products","Products (All)","Other","Other Products",TRUE,"Products (All)","Supplies","Supplies",1.2196,1.066177113,1.04203691,1.021440536,1,0.986070912,0.9855,1.6069697081221e-05,1.641424e-05,1.66461050622696e-05,1.66557483510908e-05,4.21522077914898,2014-09-30,2013-10-01,TRUE,0,4.74264215936295e-09,7.80821734559873e-09,2,"No history [0-3]",6.62774739793463e-09
"239779",2014-01-01,"Other","Defense","DLA","97AS","ORG-2787","7510","OFFICE SUPPLIES",0,0,0,0,2,"Not PBL","Not PBL",386564.35,"DLA AVIATION",NA,"DLA AVIATION",2002,2014,"Unlabeled","9700","DEFENSE LOGISTICS AGENCY","DEFENSE LOGISTICS AGENCY","Other DoD","Other DoD","DLA","DLA","DLA",FALSE,"Other","Products","Products (All)","Other","Other Products",TRUE,"Products (All)","Supplies","Supplies",1.2196,1.066177113,1.04203691,1.021440536,1,0.986070912,0.9855,0.000378450175390337,0.00038656435,0.000392024899320831,0.000392252004058853,5.58722179973863,2014-09-30,2013-10-01,TRUE,0,1.11691822686687e-07,1.83887798817374e-07,2,"No history [0-3]",1.56087084436854e-07
"239780",2014-01-01,"Other","Defense","DLA","97AS","ORG-2787","8010","PAINT,DOPE,VARNISH & RELATED PROD",0,0,0,0,2,"Not PBL","Not PBL",58322,"DLA AVIATION",NA,"DLA AVIATION",2002,2014,"Unlabeled","9700","DEFENSE LOGISTICS AGENCY","DEFENSE LOGISTICS AGENCY","Other DoD","Other DoD","DLA","DLA","DLA",FALSE,"Other","Products","Products (All)","Other","Other Products",TRUE,"Products (All)","Supplies","Supplies",1.2196,1.066177113,1.04203691,1.021440536,1,0.986070912,0.9855,5.70977927196733e-05,5.8322e-05,5.91458477176944e-05,5.91801116184678e-05,4.7658324085553,2014-09-30,2013-10-01,TRUE,0,1.68512447739503e-08,2.7743645275688e-08,2,"No history [0-3]",2.35492769535686e-08
"239781",2014-01-01,"Other","Defense","DLA","97AS","ORG-2787","8030","PRESERVATIVE AND SEALING COMPOUNDS",0,0,0,0,2,"Not PBL","Not PBL",134525.2,"DLA AVIATION",NA,"DLA AVIATION",2002,2014,"Unlabeled","9700","DEFENSE LOGISTICS AGENCY","DEFENSE LOGISTICS AGENCY","Other DoD","Other DoD","DLA","DLA","DLA",FALSE,"Other","Products","Products (All)","Other","Other Products",TRUE,"Products (All)","Supplies","Supplies",1.2196,1.066177113,1.04203691,1.021440536,1,0.986070912,0.9855,0.000131701450313305,0.0001345252,0.000136425482551908,0.000136504515474378,5.12880364638909,2014-09-30,2013-10-01,TRUE,0,3.8868987234056e-08,6.39933374959875e-08,2,"No history [0-3]",5.43186309117349e-08
"239783",2014-01-01,"Other","Defense","DLA","97AS","ORG-2787","9320","RUBBER FABRICATED MATERIALS",0,0,0,0,2,"Not PBL","Not PBL",130923.46,"DLA AVIATION",NA,"DLA AVIATION",2002,2014,"Unlabeled","9700","DEFENSE LOGISTICS AGENCY","DEFENSE LOGISTICS AGENCY","Other DoD","Other DoD","DLA","DLA","DLA",FALSE,"Other","Products","Products (All)","Other","Other Products",TRUE,"Products (All)","Supplies","Supplies",1.2196,1.066177113,1.04203691,1.021440536,1,0.986070912,0.9855,0.000128175312595975,0.00013092346,0.000132772864919475,0.000132849781836631,5.11701747417226,2014-09-30,2013-10-01,TRUE,0,3.78283198640734e-08,6.22799978139592e-08,2,"No history [0-3]",5.2864319112161e-08
"239784",2014-01-01,"Other","Defense","DLA","97AS","ORG-2787","9340","GLASS FABRICATED MATERIALS",0,0,0,0,2,"Not PBL","Not PBL",20695,"DLA AVIATION",NA,"DLA AVIATION",2002,2014,"Unlabeled","9700","DEFENSE LOGISTICS AGENCY","DEFENSE LOGISTICS AGENCY","Other DoD","Other DoD","DLA","DLA","DLA",FALSE,"Other","Products","Products (All)","Other","Other Products",TRUE,"Products (All)","Supplies","Supplies",1.2196,1.066177113,1.04203691,1.021440536,1,0.986070912,0.9855,2.02606018369336e-05,2.0695e-05,2.09873344281349e-05,2.09994926433283e-05,4.31586543073678,2014-09-30,2013-10-01,TRUE,0,5.97950191346149e-09,9.84456532664112e-09,2,"No history [0-3]",8.35623412355717e-09
"239786",2014-01-01,"Other","Defense","DLA","97AS","ORG-2790","7210","HOUSEHOLD FURNISHINGS",0,0,0,0,2,"Not PBL","Not PBL",3601407,"DLA TROOP SUPT C&T",NA,"DLA TROOP SUPT CLOTHING & TEXTILE",2005,2014,"Unlabeled","9700","DEFENSE LOGISTICS AGENCY","DEFENSE LOGISTICS AGENCY","Other DoD","Other DoD","DLA","DLA","DLA",FALSE,"Other","Products","Products (All)","Other","Other Products",TRUE,"Products (All)","Supplies","Supplies",1.2196,1.066177113,1.04203691,1.021440536,1,0.986070912,0.9855,0.00352581170716334,0.003601407,0.00365227992852506,0.00365439573820396,6.55647220436655,2014-09-30,2013-10-01,TRUE,0,1.04057115475495e-06,1.7131812746713e-06,2,"No history [0-3]",1.45417734072083e-06
"239818",2014-01-01,"Other","Defense","DLA","97AS","ORG-2791","6830","GASES: COMPRESSED AND LIQUEFIED",0,0,0,0,2,"Not PBL","Not PBL",1024911,"DCSO",NA,"DLA CONTRACTING SERVICES OFFICE",2005,2014,"Unlabeled","9700","DEFENSE LOGISTICS AGENCY","DEFENSE LOGISTICS AGENCY","Other DoD","Other DoD","DLA","DLA","DLA",FALSE,"Other","Products","Products (All)","Other","Other Products",TRUE,"Products (All)","Supplies","Supplies",1.2196,1.066177113,1.04203691,1.021440536,1,0.986070912,0.9855,0.00100339761726472,0.001024911,0.00103938873718648,0.00103999086757991,6.01068615428245,2014-09-30,2013-10-01,TRUE,0,2.96132267969448e-07,4.87547875984203e-07,2,"No history [0-3]",4.13838911418657e-07
"239819",2014-01-01,"Other","Defense","DLA","97AS","ORG-2791","7105","HOUSEHOLD FURNITURE",0,0,0,0,2,"Not PBL","Not PBL",22032,"DCSO",NA,"DLA CONTRACTING SERVICES OFFICE",2005,2014,"Unlabeled","9700","DEFENSE LOGISTICS AGENCY","DEFENSE LOGISTICS AGENCY","Other DoD","Other DoD","DLA","DLA","DLA",FALSE,"Other","Products","Products (All)","Other","Other Products",TRUE,"Products (All)","Supplies","Supplies",1.2196,1.066177113,1.04203691,1.021440536,1,0.986070912,0.9855,2.15695375535791e-05,2.2032e-05,2.23432206871548e-05,2.23561643835616e-05,4.34305392291285,2014-09-30,2013-10-01,TRUE,0,6.36580749733673e-09,1.04805732436123e-08,2,"No history [0-3]",8.89608843731392e-09
"239820",2014-01-01,"Other","Defense","DLA","97AS","ORG-2791","7240","HOUSEHOLD & COMM UTIL CONTAINERS",0,0,0,0,2,"Not PBL","Not PBL",20940,"DCSO",NA,"DLA CONTRACTING SERVICES OFFICE",2005,2014,"Unlabeled","9700","DEFENSE LOGISTICS AGENCY","DEFENSE LOGISTICS AGENCY","Other DoD","Other DoD","DLA","DLA","DLA",FALSE,"Other","Products","Products (All)","Other","Other Products",TRUE,"Products (All)","Supplies","Supplies",1.2196,1.066177113,1.04203691,1.021440536,1,0.986070912,0.9855,2.05004591672089e-05,2.094e-05,2.12357952609396e-05,2.1248097412481e-05,4.32097667734282,2014-09-30,2013-10-01,TRUE,0,6.05029089479989e-09,9.9611112800128e-09,2,"No history [0-3]",8.45516030670632e-09
