"","Fiscal.Year","ProductOrServiceArea","Customer","SubCustomer","ProductOrServiceCode","ProductOrServiceCodeText","MaxOfPSCscore","MaxOfIsOnlyOneSource","MaxOfIsSingleAward","LengthScore","PricingScore","MaxOfIsOfficialPBL","MaxOfIsPerformanceBasedLogistics","Action.Obligation","SubCustomer.sum","SubCustomer.detail","SubCustomer.platform","SubCustomer.component","Subcustomer.Obsolete","ProductServiceOrRnDarea","ServicesCategory.detail","ServicesCategory.sum","ProductsCategory.detail","ProductOrServiceArea.DLA","ProductOrServicesCategory.Graph","ProductServiceOrRnDarea.sum","SupplyServiceFRC","SupplyServiceERS","Deflator.2005","Deflator.2011","Deflator.2012","Deflator.2013","Deflator.2014","Deflator.2015","Deflator.2016","Obligation.2013","Obligation.2014","Obligation.2015","Obligation.2016","LogOfAction.Obligation","Fiscal.Year.End","Fiscal.Year.Start","Graph","LengthSingleScore","pObligation","pObligationLS","JointScore","AddressCat","pObligationA"
"35287",2006-01-01,"Fuels","Defense","DLA","9110","FUELS, SOLID",-2,0,0,0,2,"Not PBL","Not PBL",49980,"Other DoD","DLA","DLA","DLA",FALSE,"Fuels","Fuels","Products (All)","Fuels","Fuels",TRUE,"Products (All)","Supplies","Supplies",1.0354,0.905149051,0.884654819,0.867169179,0.867990762,0.849764834,0.849,5.76358122617271e-05,5.75812579903932e-05,5.88162724559157e-05,5.886925795053e-05,4.69879625179043,2006-09-30,2005-10-01,TRUE,0,1.88154744434081e-08,3.27444584569142e-08,0,"No history [0-3]",2.66183134825697e-08
"35288",2005-01-01,"Other","Defense","Navy","5136","TAPS, DIES, AND COLLETS; HAND AND MACHINE",-2,0,0,0,2,"Not PBL","Not PBL",4037,"Navy","Navy","Navy","Navy",FALSE,"Other","Products","Products (All)","Other","Other Products",TRUE,"Products (All)","Supplies","Supplies",1,0.87420229,0.854408749,0.837520938,0.839076212,0.821363965,0.8206,4.82017800013496e-06,4.81124353457419e-06,4.91499526644074e-06,4.91957104557641e-06,3.60605874941031,2005-09-30,2004-10-01,TRUE,0,1.57236674120061e-09,2.7363805037781e-09,0,"No history [0-3]",2.22443239221681e-09
"35289",2006-01-01,"Other","Defense","Navy","5510","LUMBER & RELATED WOOD MATERIALS",-2,0,0,0,2,"Not PBL","Not PBL",1975677.75,"Navy","Navy","Navy","Navy",FALSE,"Other","Products","Products (All)","Other","Other Products",TRUE,"Products (All)","Supplies","Supplies",1.0354,0.905149051,0.884654819,0.867169179,0.867990762,0.849764834,0.849,0.00227830716063768,0.00227615066483853,0.00232497000458364,0.00232706448763251,6.29571610887013,2006-09-30,2005-10-01,TRUE,0,7.43763789786614e-07,1.2943677072654e-06,0,"No history [0-3]",1.05220507583109e-06
"35290",2006-01-01,"Fuels","Defense","Navy","9135","LIQUID PROPELLANT FUELS AND OXIDIZERS, CHEMICAL BASE",-2,0,0,0,2,"Not PBL","Not PBL",20640,"Navy","Navy","Navy","Navy",FALSE,"Fuels","Fuels","Products (All)","Fuels","Fuels",TRUE,"Products (All)","Supplies","Supplies",1.0354,0.905149051,0.884654819,0.867169179,0.867990762,0.849764834,0.849,2.3801583935215e-05,2.37790549204025e-05,2.42890728989616e-05,2.43109540636042e-05,4.31470969295517,2006-09-30,2005-10-01,TRUE,0,7.77013590460069e-09,1.3522321379566e-08,0,"No history [0-3]",1.09924367803169e-08
"35291",2006-01-01,"Other","Defense","Navy","9660","PRECIOUS METALS PRIMARY FORMS",-2,0,0,0,2,"Not PBL","Not PBL",86652,"Navy","Navy","Navy","Navy",FALSE,"Other","Products","Products (All)","Other","Other Products",TRUE,"Products (All)","Supplies","Supplies",1.0354,0.905149051,0.884654819,0.867169179,0.867990762,0.849764834,0.849,9.99251381373184e-05,9.9830555569899e-05,0.000101971741513606,0.000102063604240283,4.93777859104232,2006-09-30,2005-10-01,TRUE,0,3.26210182366986e-08,5.67701643499105e-08,0,"No history [0-3]",4.61490616224817e-08
"35292",2005-01-01,"Other","Defense","Navy","9650","NONFERROUS BASE METAL REFINERY",-2,0,0,0,2,"Not PBL","Not PBL",159892,"Navy","Navy","Navy","Navy",FALSE,"Other","Products","Products (All)","Other","Other Products",TRUE,"Products (All)","Supplies","Supplies",1,0.87420229,0.854408749,0.837520938,0.839076212,0.821363965,0.8206,0.000190911048005346,0.000190557183856858,0.000194666441204296,0.000194847672434804,5.20382673489838,2005-09-30,2004-10-01,TRUE,0,6.22761612544089e-08,1.08378833666111e-07,0,"No history [0-3]",8.81022898331263e-08
"35293",2006-01-01,"Clothing & Subsistence","Defense","Navy","8945","FOOD, OILS AND FATS",-2,0,0,0,2,"Not PBL","Not PBL",1342884,"Navy","Navy","Navy","Navy",FALSE,"Clothing & Subsistence","Products","Products (All)","Clothing & Subsistence","Clothing & Sub.",TRUE,"Products (All)","Supplies","Supplies",1.0354,0.905149051,0.884654819,0.867169179,0.867990762,0.849764834,0.849,0.00154858363571983,0.00154711784824272,0.00158030074471168,0.00158172438162544,6.12803849938822,2006-09-30,2005-10-01,TRUE,0,5.05542208532645e-07,8.79792103850635e-07,0,"No history [0-3]",7.15192222543561e-07
"35294",2006-01-01,"Other","Defense","Navy","9620","MINERALS, NATURAL AND SYNTHETIC",-2,0,0,0,2,"Not PBL","Not PBL",8384,"Navy","Navy","Navy","Navy",FALSE,"Other","Products","Products (All)","Other","Other Products",TRUE,"Products (All)","Supplies","Supplies",1.0354,0.905149051,0.884654819,0.867169179,0.867990762,0.849764834,0.849,9.66824029616486e-06,9.6590889754193e-06,9.86625906903556e-06,9.87514723203769e-06,3.92345126963965,2006-09-30,2005-10-01,TRUE,0,3.15624125117113e-09,5.49278790921906e-09,0,"No history [0-3]",4.46514486270238e-09
"35295",2006-01-01,"Clothing & Subsistence","Defense","DLA","8950","CONDIMENTS AND RELATED PRODUCTS",-2,0,0,0,2,"Not PBL","Not PBL",71606,"Other DoD","DLA","DLA","DLA",FALSE,"Clothing & Subsistence","Products","Products (All)","Clothing & Subsistence","Clothing & Sub.",TRUE,"Products (All)","Supplies","Supplies",1.0354,0.905149051,0.884654819,0.867169179,0.867990762,0.849764834,0.849,8.25744292279557e-05,8.24962697010824e-05,8.42656663761165e-05,8.43415783274441e-05,4.85494941417542,2006-09-30,2005-10-01,TRUE,0,2.69567999798855e-08,4.69127589488955e-08,0,"No history [0-3]",3.81358734540394e-08
"35296",2006-01-01,"FRS&C","Defense","DLA","S114","UTILITIES- WATER",-2,0,0,0,2,"Not PBL","Not PBL",-160,"Other DoD","DLA","DLA","DLA",FALSE,"FRS&C","FRS&C","Services (Non-R&D)","Services (Non-R&D)","FRS&C",TRUE,"Services (Non-R&D)","FRS&C","Other Services",1.0354,0.905149051,0.884654819,0.867169179,0.867990762,0.849764834,0.849,-1.84508402598566e-07,-1.84333759072887e-07,-1.88287386813656e-07,-1.88457008244994e-07,NA,2006-09-30,2005-10-01,TRUE,0,-6.02336116635713e-11,-1.04824196740822e-10,0,"No history [0-3]",-8.5212688219511e-11
"35297",2006-01-01,"Other","Defense","Other DoD","5510","LUMBER & RELATED WOOD MATERIALS",-2,0,0,0,2,"Not PBL","Not PBL",148845,"Other DoD","Other DoD","Other DoD","Additional
DoD
Components",FALSE,"Other","Products","Products (All)","Other","Other Products",TRUE,"Products (All)","Supplies","Supplies",1.0354,0.905149051,0.884654819,0.867169179,0.867990762,0.849764834,0.849,0.000171644707404897,0.000171482239807525,0.000175160225564241,0.000175318021201413,5.17273425041115,2006-09-30,2005-10-01,TRUE,0,5.60341995504017e-08,9.75159847742975e-08,0,"No history [0-3]",7.9271766112707e-08
"35298",2006-01-01,"Other","Defense","Other DoD","5530","PLYWOOD AND VENEER",-2,0,0,0,2,"Not PBL","Not PBL",33114,"Other DoD","Other DoD","Other DoD","Additional
DoD
Components",FALSE,"Other","Products","Products (All)","Other","Other Products",TRUE,"Products (All)","Supplies","Supplies",1.0354,0.905149051,0.884654819,0.867169179,0.867990762,0.849764834,0.849,3.81863202728057e-05,3.81501756121225e-05,3.89684282934212e-05,3.90035335689046e-05,4.52001164444891,2006-09-30,2005-10-01,TRUE,0,1.24660988539219e-08,2.16946778179723e-08,0,"No history [0-3]",1.76358309856305e-08
"35299",2006-01-01,"Fuels","Defense","Other DoD","9130","LIQUID PROPELLANTS -PETROLEUM BASE",-2,0,0,0,2,"Not PBL","Not PBL",37830,"Other DoD","Other DoD","Other DoD","Additional
DoD
Components",FALSE,"Fuels","Fuels","Products (All)","Fuels","Fuels",TRUE,"Products (All)","Supplies","Supplies",1.0354,0.905149051,0.884654819,0.867169179,0.867990762,0.849764834,0.849,4.36247054393985e-05,4.35834131607958e-05,4.45181990197537e-05,4.45583038869258e-05,4.57783634129274,2006-09-30,2005-10-01,TRUE,0,1.42414845577056e-08,2.4784371016908e-08,0,"No history [0-3]",2.01474749709006e-08
"35300",2006-01-01,"Other","Defense","Navy","9630","ADDITIVE METAL MATERIALS",-2,0,0,0,2,"Not PBL","Not PBL",339886,"Navy","Navy","Navy","Navy",FALSE,"Other","Products","Products (All)","Other","Other Products",TRUE,"Products (All)","Supplies","Supplies",1.0354,0.905149051,0.884654819,0.867169179,0.867990762,0.849764834,0.849,0.000391948893285101,0.000391577900226546,0.000399976542215914,0.000400336866902238,5.53133327623953,2006-09-30,2005-10-01,TRUE,0,1.27953508336779e-07,2.22676730834068e-07,0,"No history [0-3]",1.81016248426104e-07
"35301",2006-01-01,"Other","Defense","Navy","9640","IRON & STEEL PRIMARY & SEMIFINISHED",-2,0,0,0,2,"Not PBL","Not PBL",19345265,"Navy","Navy","Navy","Navy",FALSE,"Other","Products","Products (All)","Other","Other Products",TRUE,"Products (All)","Supplies","Supplies",1.0354,0.905149051,0.884654819,0.867169179,0.867990762,0.849764834,0.849,0.0223085246437247,0.0222874088606948,0.022765433712923,0.0227859422850412,7.28657468325599,2006-09-30,2005-10-01,TRUE,0,7.28271987211798e-06,1.26740741522708e-05,0,"No history [0-3]",1.03028877185551e-05
"35302",2006-01-01,"FRS&C","Defense","Navy","F109","ENVIRONMENTAL SYSTEMS PROTECTION- LEAKING UNDERGROUND STORAGE TANK SUPPORT",-2,0,0,0,2,"Not PBL","Not PBL",3600,"Navy","Navy","Navy","Navy",FALSE,"FRS&C","FRS&C","Services (Non-R&D)","Services (Non-R&D)","FRS&C",TRUE,"Services (Non-R&D)","FRS&C","Other Services",1.0354,0.905149051,0.884654819,0.867169179,0.867990762,0.849764834,0.849,4.15143905846774e-06,4.14750957913997e-06,4.23646620330726e-06,4.24028268551237e-06,3.55630250076729,2006-09-30,2005-10-01,TRUE,0,1.35525626243035e-09,2.35854442666849e-09,0,"No history [0-3]",1.917285484939e-09
"35303",2006-01-01,"Fuels","Defense","Air Force","9130","LIQUID PROPELLANTS -PETROLEUM BASE",-2,0,0,0,2,"Not PBL","Not PBL",1421285,"Air Force","Air Force","Air Force","Air Force",FALSE,"Fuels","Fuels","Products (All)","Fuels","Fuels",TRUE,"Products (All)","Supplies","Supplies",1.0354,0.905149051,0.884654819,0.867169179,0.867990762,0.849764834,0.849,0.00163899390617064,0.00163744254227443,0.00167256274104654,0.00167406949352179,6.15268117259092,2006-09-30,2005-10-01,TRUE,0,5.35057054707868e-07,9.31156615404867e-07,0,"No history [0-3]",7.56946972350423e-07
"35304",2007-01-01,"Other","Defense","Air Force","5530","PLYWOOD AND VENEER",-2,0,0,0,2,"Not PBL","Not PBL",18561,"Air Force","Air Force","Air Force","Air Force",FALSE,"Other","Products","Products (All)","Other","Other Products",TRUE,"Products (All)","Supplies","Supplies",1.0642,0.930326077,0.909261791,0.891289782,0.890900693,0.872196093,0.8714,2.08248769085518e-05,2.08339718959002e-05,2.12807648979001e-05,2.13002065641496e-05,4.26860137073966,2007-09-30,2006-10-01,TRUE,0,6.80785704117173e-09,1.18476731870749e-08,0,"No history [0-3]",9.63109771222996e-09
"35305",2006-01-01,"Other","Defense","Army","3835","PETROLEUM PRODUCTION AND DISTRIBUTION EQUIPMENT",-2,0,0,0,2,"Not PBL","Not PBL",15954,"Army","Army","Army","Army",FALSE,"Other","Products","Products (All)","Other","Other Products",TRUE,"Products (All)","Supplies","Supplies",1.0354,0.905149051,0.884654819,0.867169179,0.867990762,0.849764834,0.849,1.83977940941095e-05,1.83803799515553e-05,1.87746060576567e-05,1.8791519434629e-05,4.20286958771521,2006-09-30,2005-10-01,TRUE,0,6.00604400300385e-09,1.04522827175192e-08,0,"No history [0-3]",8.49677017408799e-09
"35306",2006-01-01,"Other","Defense","Army","5610","MINERAL CONSTRUCTION MATERIALS, BULK",-2,0,0,0,2,"Not PBL","Not PBL",51800,"Army","Army","Army","Army",FALSE,"Other","Products","Products (All)","Other","Other Products",TRUE,"Products (All)","Supplies","Supplies",1.0354,0.905149051,0.884654819,0.867169179,0.867990762,0.849764834,0.849,5.97345953412858e-05,5.96780544998473e-05,6.09580414809211e-05,6.10129564193169e-05,4.71432975974523,2006-09-30,2005-10-01,TRUE,0,1.95006317760812e-08,3.3936833694841e-08,0,"No history [0-3]",2.75876078110667e-08
"35307",2006-01-01,"Other","Defense","Army","9410","CRUDE GRADES OF PLANT MATERIALS",-2,0,0,0,2,"Not PBL","Not PBL",91584,"Army","Army","Army","Army",FALSE,"Other","Products","Products (All)","Other","Other Products",TRUE,"Products (All)","Supplies","Supplies",1.0354,0.905149051,0.884654819,0.867169179,0.867990762,0.849764834,0.849,0.000105612609647419,0.000105512643693321,0.000107775700212137,0.000107872791519435,4.96181960774366,2006-09-30,2005-10-01,TRUE,0,3.44777193162282e-08,6.00013702144463e-08,0,"No history [0-3]",4.87757427368481e-08
"35308",2006-01-01,"Other","Defense","Army","9630","ADDITIVE METAL MATERIALS",-2,0,0,0,2,"Not PBL","Not PBL",747163,"Army","Army","Army","Army",FALSE,"Other","Products","Products (All)","Other","Other Products",TRUE,"Products (All)","Supplies","Supplies",1.0354,0.905149051,0.884654819,0.867169179,0.867990762,0.849764834,0.849,0.000861611572567203,0.000860796027688599,0.000879258554961572,0.000880050647820966,5.87341535720799,2006-09-30,2005-10-01,TRUE,0,2.81277037446181e-07,4.89504758184141e-07,0,"No history [0-3]",3.97923548550966e-07
"35309",2006-01-01,"Other","Defense","Army","9640","IRON & STEEL PRIMARY & SEMIFINISHED",-2,0,0,0,2,"Not PBL","Not PBL",880566,"Army","Army","Army","Army",FALSE,"Other","Products","Products (All)","Other","Other Products",TRUE,"Products (All)","Supplies","Supplies",1.0354,0.905149051,0.884654819,0.867169179,0.867990762,0.849764834,0.849,0.00101544891276631,0.0010144877555736,0.00103624669410596,0.00103718021201413,5.94476191267308,2006-09-30,2005-10-01,TRUE,0,3.31497940550902e-07,5.7690389767049e-07,0,"No history [0-3]",4.68971225091887e-07
"35310",2007-01-01,"Fuels","Defense","Air Force","9140","FUEL OILS",-2,0,0,0,2,"Not PBL","Not PBL",305838,"Air Force","Air Force","Air Force","Air Force",FALSE,"Fuels","Fuels","Products (All)","Fuels","Fuels",TRUE,"Products (All)","Supplies","Supplies",1.0642,0.930326077,0.909261791,0.891289782,0.890900693,0.872196093,0.8714,0.000343140924732378,0.000343290786956431,0.000350652797524054,0.000350973146660546,5.48549144499069,2007-09-30,2006-10-01,TRUE,0,1.1217614254393e-07,1.95219474822941e-07,0,"No history [0-3]",1.5869595722822e-07
"35311",2007-01-01,"Fuels","Defense","Air Force","9150","OIL & GREASE-CUT,LUBR & HYDRAULIC",-2,0,0,0,2,"Not PBL","Not PBL",153796.22,"Air Force","Air Force","Air Force","Air Force",FALSE,"Fuels","Fuels","Products (All)","Fuels","Fuels",TRUE,"Products (All)","Supplies","Supplies",1.0642,0.930326077,0.909261791,0.891289782,0.890900693,0.872196093,0.8714,0.000172554676499141,0.000172630037453568,0.000176332158827958,0.000176493252237778,5.18694566151668,2007-09-30,2006-10-01,TRUE,0,5.6409820550218e-08,9.81696757700268e-08,0,"No history [0-3]",7.98031583746358e-08
"35312",2007-01-01,"Fuels","Defense","Air Force","9160","MISCELLANEOUS WAXES, OILS, AND FATS",-2,0,0,0,2,"Not PBL","Not PBL",11518,"Air Force","Air Force","Air Force","Air Force",FALSE,"Fuels","Fuels","Products (All)","Fuels","Fuels",TRUE,"Products (All)","Supplies","Supplies",1.0642,0.930326077,0.909261791,0.891289782,0.890900693,0.872196093,0.8714,1.2922845333371e-05,1.29284892137804e-05,1.32057459239272e-05,1.32178104200138e-05,4.06137707419389,2007-09-30,2006-10-01,TRUE,0,4.22460521524788e-09,7.35205537248685e-09,0,"No history [0-3]",5.97656287104492e-09
"35313",2007-01-01,"Other","Defense","Air Force","9430","MISC CRUDE ANIMAL PRODS - INEDIBLE",-2,0,0,0,2,"Not PBL","Not PBL",20063,"Air Force","Air Force","Air Force","Air Force",FALSE,"Other","Products","Products (All)","Other","Other Products",TRUE,"Products (All)","Supplies","Supplies",1.0642,0.930326077,0.909261791,0.891289782,0.890900693,0.872196093,0.8714,2.25100751800159e-05,2.25199061552419e-05,2.30028547032256e-05,2.302386963507e-05,4.30239587315257,2007-09-30,2006-10-01,TRUE,0,7.35876492737613e-09,1.28064149104188e-08,0,"No history [0-3]",1.04104689079505e-08
"35314",2007-01-01,"Other","Defense","Air Force","9440","MISC CRUDE AGRI & FORESTRY PROD",-2,0,0,0,2,"Not PBL","Not PBL",109528,"Air Force","Air Force","Air Force","Air Force",FALSE,"Other","Products","Products (All)","Other","Other Products",TRUE,"Products (All)","Supplies","Supplies",1.0642,0.930326077,0.909261791,0.891289782,0.890900693,0.872196093,0.8714,0.0001228870814094,0.00012294075070385,0.000125577265111643,0.000125691989901308,5.03952515745033,2007-09-30,2006-10-01,TRUE,0,4.01729953130465e-08,6.99128252159871e-08,0,"No history [0-3]",5.68328683920652e-08
"35315",2006-01-01,"Clothing & Subsistence","Defense","Army","8900","PERISHABLE SUBSISTENCE $10K TO $25K",-2,0,0,0,2,"Not PBL","Not PBL",2925,"Army","Army","Army","Army",FALSE,"Clothing & Subsistence","Products","Products (All)","Clothing & Subsistence","Clothing & Sub.",TRUE,"Products (All)","Supplies","Supplies",1.0354,0.905149051,0.884654819,0.867169179,0.867990762,0.849764834,0.849,3.37304423500504e-06,3.36985153305122e-06,3.44212879018714e-06,3.4452296819788e-06,3.4661258704182,2006-09-30,2005-10-01,TRUE,0,1.10114571322466e-09,1.91631734666815e-09,0,"No history [0-3]",1.55779445651294e-09
"35316",2006-01-01,"Clothing & Subsistence","Defense","Army","8905","MEAT, POULTRY, AND FISH",-2,0,0,0,2,"Not PBL","Not PBL",495630,"Army","Army","Army","Army",FALSE,"Clothing & Subsistence","Products","Products (All)","Clothing & Subsistence","Clothing & Sub.",TRUE,"Products (All)","Supplies","Supplies",1.0354,0.905149051,0.884654819,0.867169179,0.867990762,0.849764834,0.849,0.000571549372374546,0.000571008381308095,0.000583255484540326,0.000583780918727915,5.69515758592061,2006-09-30,2005-10-01,TRUE,0,1.86584905930099e-07,3.24712603941584e-07,0,"No history [0-3]",2.63962279138977e-07
"35317",2006-01-01,"Clothing & Subsistence","Defense","Army","8915","FRUITS AND VEGETABLES",-2,0,0,0,2,"Not PBL","Not PBL",62300,"Army","Army","Army","Army",FALSE,"Clothing & Subsistence","Products","Products (All)","Clothing & Subsistence","Clothing & Sub.",TRUE,"Products (All)","Supplies","Supplies",1.0354,0.905149051,0.884654819,0.867169179,0.867990762,0.849764834,0.849,7.18429592618167e-05,7.17749574390056e-05,7.33144012405672e-05,7.33804475853946e-05,4.79448804665917,2006-09-30,2005-10-01,TRUE,0,2.34534625415031e-08,4.08159216059574e-08,0,"No history [0-3]",3.31796904754721e-08
"35318",2006-01-01,"Clothing & Subsistence","Defense","Army","8945","FOOD, OILS AND FATS",-2,0,0,0,2,"Not PBL","Not PBL",2368182,"Army","Army","Army","Army",FALSE,"Clothing & Subsistence","Products","Products (All)","Clothing & Subsistence","Clothing & Sub.",TRUE,"Products (All)","Supplies","Supplies",1.0354,0.905149051,0.884654819,0.867169179,0.867990762,0.849764834,0.849,0.00273093423676673,0.00272834931392968,0.00278686750174461,0.00278937809187279,6.37441507582046,2006-09-30,2005-10-01,TRUE,0,8.91525968354122e-07,1.55151734928795e-06,0,"No history [0-3]",1.26124471508161e-06
"35319",2006-01-01,"Clothing & Subsistence","Defense","Army","8955","COFFEE, TEA, AND COCOA",-2,0,0,0,2,"Not PBL","Not PBL",1522,"Army","Army","Army","Army",FALSE,"Clothing & Subsistence","Products","Products (All)","Clothing & Subsistence","Clothing & Sub.",TRUE,"Products (All)","Supplies","Supplies",1.0354,0.905149051,0.884654819,0.867169179,0.867990762,0.849764834,0.849,1.75513617971886e-06,1.75347488318084e-06,1.7910837670649e-06,1.79269729093051e-06,3.18241465243455,2006-09-30,2005-10-01,TRUE,0,5.72972230949722e-10,9.97140171497066e-10,0,"No history [0-3]",8.10585696688098e-10
"35320",2006-01-01,"Fuels","Defense","Army","9140","FUEL OILS",-2,0,0,0,2,"Not PBL","Not PBL",7192590.18,"Army","Army","Army","Army",FALSE,"Fuels","Fuels","Products (All)","Fuels","Fuels",TRUE,"Products (All)","Supplies","Supplies",1.0354,0.905149051,0.884654819,0.867169179,0.867990762,0.849764834,0.849,0.00829433327911208,0.00828648240843835,0.00846421255883601,0.00847183766784452,6.85688531573871,2006-09-30,2005-10-01,TRUE,0,2.70772302348335e-06,4.71223430065264e-06,0,"No history [0-3]",3.8306246531191e-06
"35321",2006-01-01,"Fuels","Defense","Army","9150","OIL & GREASE-CUT,LUBR & HYDRAULIC",-2,0,0,0,2,"Not PBL","Not PBL",2619038,"Army","Army","Army","Army",FALSE,"Fuels","Fuels","Products (All)","Fuels","Fuels",TRUE,"Products (All)","Supplies","Supplies",1.0354,0.905149051,0.884654819,0.867169179,0.867990762,0.849764834,0.849,0.0030202157357809,0.00301735699809211,0.0030820738811604,0.00308485041224971,6.41814179971221,2006-09-30,2005-10-01,TRUE,0,9.85963236400852e-07,1.71586596614805e-06,0,"No history [0-3]",1.39484542830657e-06
"35322",2006-01-01,"Fuels","Defense","Army","9160","MISCELLANEOUS WAXES, OILS, AND FATS",-2,0,0,0,2,"Not PBL","Not PBL",245448,"Army","Army","Army","Army",FALSE,"Fuels","Fuels","Products (All)","Fuels","Fuels",TRUE,"Products (All)","Supplies","Supplies",1.0354,0.905149051,0.884654819,0.867169179,0.867990762,0.849764834,0.849,0.00028304511500633,0.000282777203105763,0.000288842265741489,0.000289102473498233,5.38995949766016,2006-09-30,2005-10-01,TRUE,0,9.24013719725015e-08,1.60805559010258e-07,0,"No history [0-3]",1.30720524363141e-07
"35323",2006-01-01,"Other","Defense","Army","9440","MISC CRUDE AGRI & FORESTRY PROD",-2,0,0,0,2,"Not PBL","Not PBL",57951,"Army","Army","Army","Army",FALSE,"Other","Products","Products (All)","Other","Other Products",TRUE,"Products (All)","Supplies","Supplies",1.0354,0.905149051,0.884654819,0.867169179,0.867990762,0.849764834,0.849,6.68277902436844e-05,6.67645354502056e-05,6.81965147077385e-05,6.82579505300353e-05,4.76306093453145,2006-09-30,2005-10-01,TRUE,0,2.18162376844726e-08,3.7966668908296e-08,0,"No history [0-3]",3.08635030938055e-08
"35324",2007-01-01,"Other","Defense","Army","7195","MISC FURNITURE & FIXTURES",-2,0,0,0,2,"Not PBL","Not PBL",0,"Army","Army","Army","Army",FALSE,"Other","Products","Products (All)","Other","Other Products",TRUE,"Products (All)","Supplies","Supplies",1.0642,0.930326077,0.909261791,0.891289782,0.890900693,0.872196093,0.8714,0,0,0,0,0,2007-09-30,2006-10-01,TRUE,0,0,0,0,"No history [0-3]",0
"35325",2006-01-01,"Other","Defense","Army","9620","MINERALS, NATURAL AND SYNTHETIC",-2,0,0,0,2,"Not PBL","Not PBL",957207,"Army","Army","Army","Army",FALSE,"Other","Products","Products (All)","Other","Other Products",TRUE,"Products (All)","Supplies","Supplies",1.0354,0.905149051,0.884654819,0.867169179,0.867990762,0.849764834,0.849,0.00110382959078854,0.00110278477825551,0.00112643752918587,0.00112745229681979,5.9810058659237,2006-09-30,2005-10-01,TRUE,0,3.60350216997825e-07,6.27115343060573e-07,0,"No history [0-3]",5.09788635328334e-07
"35326",2006-01-01,"Other","Defense","Army","9670","IRON AND STEEL SCRAP",-2,0,0,0,2,"Not PBL","Not PBL",182594,"Army","Army","Army","Army",FALSE,"Other","Products","Products (All)","Other","Other Products",TRUE,"Products (All)","Supplies","Supplies",1.0354,0.905149051,0.884654819,0.867169179,0.867990762,0.849764834,0.849,0.000210563295400516,0.000210363990025968,0.000214875919424079,0.00021506949352179,5.26148650260845,2006-09-30,2005-10-01,TRUE,0,6.87393505506133e-08,1.19626683623085e-07,0,"No history [0-3]",9.72457849547087e-08
"35327",2007-01-01,"Clothing & Subsistence","Defense","Army","8955","COFFEE, TEA, AND COCOA",-2,0,0,0,2,"Not PBL","Not PBL",85224,"Army","Army","Army","Army",FALSE,"Clothing & Subsistence","Products","Products (All)","Clothing & Subsistence","Clothing & Sub.",TRUE,"Products (All)","Supplies","Supplies",1.0642,0.930326077,0.909261791,0.891289782,0.890900693,0.872196093,0.8714,9.56187333470407e-05,9.56604935540217e-05,9.7711971750371e-05,9.78012393848979e-05,4.93056191401322,2007-09-30,2006-10-01,TRUE,0,3.12587041903356e-08,5.43993373037697e-08,0,"No history [0-3]",4.42217914674363e-08
"35328",2007-01-01,"Fuels","Defense","Army","9110","FUELS, SOLID",-2,0,0,0,2,"Not PBL","Not PBL",2482148,"Army","Army","Army","Army",FALSE,"Fuels","Fuels","Products (All)","Fuels","Fuels",TRUE,"Products (All)","Supplies","Supplies",1.0642,0.930326077,0.909261791,0.891289782,0.890900693,0.872196093,0.8714,0.002784894486763,0.00278611075230132,0.00284586003069839,0.00284845994950654,6.39482767308013,2007-09-30,2006-10-01,TRUE,0,9.10409392760644e-07,1.58438006066222e-06,0,"No history [0-3]",1.28795915760014e-06
"35329",2007-01-01,"Other","Defense","Army","9510","BARS AND RODS",-2,0,0,0,2,"Not PBL","Not PBL",0,"Army","Army","Army","Army",FALSE,"Other","Products","Products (All)","Other","Other Products",TRUE,"Products (All)","Supplies","Supplies",1.0642,0.930326077,0.909261791,0.891289782,0.890900693,0.872196093,0.8714,0,0,0,0,0,2007-09-30,2006-10-01,TRUE,0,0,0,0,"No history [0-3]",0
"35330",2007-01-01,"Other","Defense","Army","9610","ORES",-2,0,0,0,2,"Not PBL","Not PBL",139003,"Army","Army","Army","Army",FALSE,"Other","Products","Products (All)","Other","Other Products",TRUE,"Products (All)","Supplies","Supplies",1.0642,0.930326077,0.909261791,0.891289782,0.890900693,0.872196093,0.8714,0.000155957134040161,0.000156025246239201,0.000159371271111621,0.000159516869405554,5.14302417341515,2007-09-30,2006-10-01,TRUE,0,5.09839207097674e-08,8.87270144939911e-08,0,"No history [0-3]",7.21271200524272e-08
"35331",2006-01-01,"R&D","Defense","Army","AD55","FUELS AND LUBRICANTS (OPERATIONAL)",-2,0,0,0,2,"Not PBL","Not PBL",2375,"Army","Army","Army","Army",FALSE,"R&D","R&D","R&D","R&D","Other Services",TRUE,"R&D","Other Services","Other Services",1.0354,0.905149051,0.884654819,0.867169179,0.867990762,0.849764834,0.849,2.73879660107246e-06,2.73620423623817e-06,2.7948908980152e-06,2.79740871613663e-06,3.37566361396089,2006-09-30,2005-10-01,TRUE,0,8.94092673131136e-10,1.55598417037157e-09,0,"No history [0-3]",1.26487584075837e-09
