"","Fiscal.Year","ProductOrServiceArea","Customer","SubCustomer","ProductOrServiceCode","ProductOrServiceCodeText","MaxOfPSCscore","MaxOfIsOnlyOneSource","MaxOfIsSingleAward","LengthScore","PricingScore","MaxOfIsOfficialPBL","MaxOfIsPerformanceBasedLogistics","Action.Obligation","SubCustomer.sum","SubCustomer.detail","SubCustomer.platform","SubCustomer.component","Subcustomer.Obsolete","ProductServiceOrRnDarea","ServicesCategory.detail","ServicesCategory.sum","ProductsCategory.detail","ProductOrServiceArea.DLA","ProductOrServicesCategory.Graph","ProductServiceOrRnDarea.sum","SupplyServiceFRC","SupplyServiceERS","Deflator.2005","Deflator.2011","Deflator.2012","Deflator.2013","Deflator.2014","Deflator.2015","Deflator.2016","Obligation.2013","Obligation.2014","Obligation.2015","Obligation.2016","LogOfAction.Obligation","Fiscal.Year.End","Fiscal.Year.Start","Graph","LengthSingleScore","pObligation","pObligationLS","JointScore","AddressCat","pObligationA"
"175023",2011-01-01,"Clothing & Subsistence","Defense","Army","8950","CONDIMENTS AND RELATED PRODUCTS",-2,0,0,1,2,"Not PBL","Not PBL",32825,"Army","Army","Army","Army",FALSE,"Clothing & Subsistence","Products","Products (All)","Clothing & Subsistence","Clothing & Sub.",TRUE,"Products (All)","Supplies","Supplies",1.1439,1,0.977358168,0.958040201,0.953163972,0.940213459,0.9394,3.42626540783334e-05,3.44379361413799e-05,3.49122847432032e-05,3.49425164998936e-05,4.51620473476152,2011-09-30,2010-10-01,TRUE,1,5.74834741598421e-08,1.96308389560191e-08,1,"No history [0-3]",1.57996022108116e-08
"175024",2011-01-01,"Other","Defense","Army","9440","MISC CRUDE AGRI & FORESTRY PROD",-2,0,0,1,2,"Not PBL","Not PBL",408450,"Army","Army","Army","Army",FALSE,"Other","Products","Products (All)","Other","Other Products",TRUE,"Products (All)","Supplies","Supplies",1.1439,1,0.977358168,0.958040201,0.953163972,0.940213459,0.9394,0.000426339103070686,0.000428520183303781,0.000434422626149622,0.000434798807749627,5.61113890039565,2011-09-30,2010-10-01,TRUE,1,7.152817980377e-07,2.44271627466444e-07,1,"No history [0-3]",1.96598553633084e-07
"175025",2012-01-01,"Clothing & Subsistence","Defense","Air Force","8950","CONDIMENTS AND RELATED PRODUCTS",-2,0,0,1,2,"Not PBL","Not PBL",0,"Air Force","Air Force","Air Force","Air Force",FALSE,"Clothing & Subsistence","Products","Products (All)","Clothing & Subsistence","Clothing & Sub.",TRUE,"Products (All)","Supplies","Supplies",1.1704,1.023166361,1,0.980234506,0.97108545,0.959026773,0.9582,0,0,0,0,0,2012-09-30,2011-10-01,TRUE,1,0,0,1,"No history [0-3]",0
"175026",2011-01-01,"Fuels","Defense","DLA","9140","FUEL OILS",-2,0,0,1,2,"Not PBL","Not PBL",254805613.98,"Other DoD","DLA","DLA","DLA",FALSE,"Fuels","Fuels","Products (All)","Fuels","Fuels",TRUE,"Products (All)","Supplies","Supplies",1.1439,1,0.977358168,0.958040201,0.953163972,0.940213459,0.9394,0.265965471714062,0.267326107013201,0.271008260455034,0.271242935895252,8.40620899231981,2011-09-30,2010-10-01,TRUE,1,0.000446218185133345,0.000152385315251514,1,"No history [0-3]",0.000122645158932692
"175027",2011-01-01,"Other","Defense","Army","9640","IRON & STEEL PRIMARY & SEMIFINISHED",-2,0,0,1,2,"Not PBL","Not PBL",5354000,"Army","Army","Army","Army",FALSE,"Other","Products","Products (All)","Other","Other Products",TRUE,"Products (All)","Supplies","Supplies",1.1439,1,0.977358168,0.958040201,0.953163972,0.940213459,0.9394,0.00558849200107836,0.00561708180048585,0.00569445156177029,0.00569938258462849,6.72867836685091,2011-09-30,2010-10-01,TRUE,1,9.37597930393891e-06,3.20193485972662e-06,1,"No history [0-3]",2.57703184270176e-06
"175028",2011-01-01,"Fuels","Defense","Navy","9150","OIL & GREASE-CUT,LUBR & HYDRAULIC",-2,0,0,1,2,"Not PBL","Not PBL",-688.44,"Navy","Navy","Navy","Navy",FALSE,"Fuels","Fuels","Products (All)","Fuels","Fuels",TRUE,"Products (All)","Supplies","Supplies",1.1439,1,0.977358168,0.958040201,0.953163972,0.940213459,0.9394,-7.18591974826743e-07,-7.22268172343384e-07,-7.32216703994236e-07,-7.32850755801575e-07,NA,2011-09-30,2010-10-01,TRUE,1,-1.20560313634735e-09,-4.11718347932424e-10,1,"No history [0-3]",-3.31365670860964e-10
"175029",2012-01-01,"Fuels","Defense","Air Force","9130","LIQUID PROPELLANTS -PETROLEUM BASE",-2,0,0,1,2,"Not PBL","Not PBL",3600,"Air Force","Air Force","Air Force","Air Force",FALSE,"Fuels","Fuels","Products (All)","Fuels","Fuels",TRUE,"Products (All)","Supplies","Supplies",1.1704,1.023166361,1,0.980234506,0.97108545,0.959026773,0.9582,3.6725905668128e-06,3.7071917821444e-06,3.75380552592769e-06,3.75704445835942e-06,3.55630250076729,2012-09-30,2011-10-01,TRUE,1,6.1806644075031e-09,2.1107218970014e-09,1,"No history [0-3]",1.69878457181508e-09
"175030",2012-01-01,"Other","Defense","Army","9640","IRON & STEEL PRIMARY & SEMIFINISHED",-2,0,0,1,2,"Not PBL","Not PBL",2221927,"Army","Army","Army","Army",FALSE,"Other","Products","Products (All)","Other","Other Products",TRUE,"Products (All)","Supplies","Supplies",1.1704,1.023166361,1,0.980234506,0.97108545,0.959026773,0.9582,0.00226673003898518,0.00228808597636799,0.00231685606966887,0.00231885514506366,6.34672978636994,2012-09-30,2011-10-01,TRUE,1,3.81471809026949e-06,1.30274165901073e-06,1,"No history [0-3]",1.04849314091649e-06
"175031",2011-01-01,"Fuels","Defense","Army","9130","LIQUID PROPELLANTS -PETROLEUM BASE",-2,0,0,1,2,"Not PBL","Not PBL",60818.54,"Army","Army","Army","Army",FALSE,"Fuels","Fuels","Products (All)","Fuels","Fuels",TRUE,"Products (All)","Supplies","Supplies",1.1439,1,0.977358168,0.958040201,0.953163972,0.940213459,0.9394,6.34822421193993e-05,6.38070067549721e-05,6.46858853357469e-05,6.4741899084522e-05,4.78403599033041,2011-09-30,2010-10-01,TRUE,1,1.06506046383224e-07,3.63722456749492e-08,1,"No history [0-3]",2.92736858809546e-08
"175032",2012-01-01,"Fuels","Defense","Army","9130","LIQUID PROPELLANTS -PETROLEUM BASE",-2,0,0,1,2,"Not PBL","Not PBL",70417.22,"Army","Army","Army","Army",FALSE,"Fuels","Fuels","Products (All)","Fuels","Fuels",TRUE,"Products (All)","Supplies","Supplies",1.1704,1.023166361,1,0.980234506,0.97108545,0.959026773,0.9582,7.18371160869948e-05,7.25139275848485e-05,7.34257082101294e-05,7.34890628261323e-05,4.84767887556956,2012-09-30,2011-10-01,TRUE,1,1.20895890369254e-07,4.12864356055458e-08,1,"No history [0-3]",3.3228801923919e-08
"175033",2012-01-01,"Other","Defense","Army","9620","MINERALS, NATURAL AND SYNTHETIC",-2,0,0,1,2,"Not PBL","Not PBL",294000,"Army","Army","Army","Army",FALSE,"Other","Products","Products (All)","Other","Other Products",TRUE,"Products (All)","Supplies","Supplies",1.1704,1.023166361,1,0.980234506,0.97108545,0.959026773,0.9582,0.000299928229623045,0.000302753995541793,0.000306560784617428,0.000306825297432686,5.46834733041216,2012-09-30,2011-10-01,TRUE,1,5.04754259946087e-07,1.72375621588447e-07,1,"No history [0-3]",1.38734073364898e-07
"175034",2010-01-01,"Fuels","Defense","Navy","9140","FUEL OILS",-2,0,0,1,2,"Not PBL","Not PBL",2e+05,"Navy","Navy","Navy","Navy",FALSE,"Fuels","Fuels","Products (All)","Fuels","Fuels",TRUE,"Products (All)","Supplies","Supplies",1.1211,0.980068188,0.957877649,0.938944724,0.9347806,0.918686686,0.9179,0.000213005084205575,0.000213953948124298,0.000217702077376138,0.000217888658895304,5.30102999566398,2010-09-30,2009-10-01,TRUE,1,3.58445766015995e-07,1.22410679068571e-07,1,"No history [0-3]",9.85204982819e-08
"175035",2010-01-01,"Fuels","Defense","Navy","9150","OIL & GREASE-CUT,LUBR & HYDRAULIC",-2,0,0,1,2,"Not PBL","Not PBL",101400.9,"Navy","Navy","Navy","Navy",FALSE,"Fuels","Fuels","Products (All)","Fuels","Fuels",TRUE,"Products (All)","Supplies","Supplies",1.1211,0.980068188,0.957877649,0.938944724,0.9347806,0.918686686,0.9179,0.000107994536215105,0.000108475614491786,0.00011037593288905,0.000110470530558884,5.00604180966496,2010-09-30,2009-10-01,TRUE,1,1.81733616376057e-07,6.20627651358212e-08,1,"No history [0-3]",4.99503359711656e-08
"175036",2011-01-01,"Fuels","Defense","DLA","9130","LIQUID PROPELLANTS -PETROLEUM BASE",-2,0,0,1,2,"Not PBL","Not PBL",254942006.43,"Other DoD","DLA","DLA","DLA",FALSE,"Fuels","Fuels","Products (All)","Fuels","Fuels",TRUE,"Products (All)","Supplies","Supplies",1.1439,1,0.977358168,0.958040201,0.953163972,0.940213459,0.9394,0.266107837817131,0.267469201437672,0.271153325864058,0.271388126921439,8.4064413994462,2011-09-30,2010-10-01,TRUE,1,0.000446457036980265,0.000152466884123434,1,"No history [0-3]",0.000122710808481955
"175037",2011-01-01,"Fuels","Defense","Navy","9140","FUEL OILS",-2,0,0,1,2,"Not PBL","Not PBL",50000,"Navy","Navy","Navy","Navy",FALSE,"Fuels","Fuels","Products (All)","Fuels","Fuels",TRUE,"Products (All)","Supplies","Supplies",1.1439,1,0.977358168,0.958040201,0.953163972,0.940213459,0.9394,5.21898767377508e-05,5.24568715024827e-05,5.31794131655799e-05,5.32254630615286e-05,4.69897000433602,2011-09-30,2010-10-01,TRUE,1,8.75605090020444e-08,2.99022680213543e-08,1,"No history [0-3]",2.40664161626985e-08
"175038",2012-01-01,"Fuels","Defense","Air Force","9150","OIL & GREASE-CUT,LUBR & HYDRAULIC",-2,0,0,1,2,"Not PBL","Not PBL",4032.6,"Air Force","Air Force","Air Force","Air Force",FALSE,"Fuels","Fuels","Products (All)","Fuels","Fuels",TRUE,"Products (All)","Supplies","Supplies",1.1704,1.023166361,1,0.980234506,0.97108545,0.959026773,0.9582,4.11391353325813e-06,4.15267266129876e-06,4.20488782329333e-06,4.20851596743895e-06,3.60558514578442,2012-09-30,2011-10-01,TRUE,1,6.92337424713806e-09,2.3643603116244e-09,1,"No history [0-3]",1.90292185119486e-09
"175039",2012-01-01,"Clothing & Subsistence","Defense","Army","8905","MEAT, POULTRY, AND FISH",-2,0,0,1,2,"Not PBL","Not PBL",9000,"Army","Army","Army","Army",FALSE,"Clothing & Subsistence","Products","Products (All)","Clothing & Subsistence","Clothing & Sub.",TRUE,"Products (All)","Supplies","Supplies",1.1704,1.023166361,1,0.980234506,0.97108545,0.959026773,0.9582,9.18147641703199e-06,9.26797945536101e-06,9.38451381481922e-06,9.39261114589856e-06,3.95424250943932,2012-09-30,2011-10-01,TRUE,1,1.54516610187578e-08,5.27680474250350e-09,1,"No history [0-3]",4.2469614295377e-09
"175040",2012-01-01,"Fuels","Defense","Army","9140","FUEL OILS",-2,0,0,1,2,"Not PBL","Not PBL",216334.04,"Army","Army","Army","Army",FALSE,"Fuels","Fuels","Products (All)","Fuels","Fuels",TRUE,"Products (All)","Supplies","Supplies",1.1704,1.023166361,1,0.980234506,0.97108545,0.959026773,0.9582,0.000220696209606806,0.000222775493135027,0.000225576642999517,0.000225771279482363,5.33512486072909,2012-09-30,2011-10-01,TRUE,1,3.71413361433154e-07,1.2683916535966e-07,1,"No history [0-3]",1.02084702641785e-07
"175041",2012-01-01,"Fuels","Defense","Navy","9150","OIL & GREASE-CUT,LUBR & HYDRAULIC",-2,0,0,1,2,"Not PBL","Not PBL",13519.29,"Navy","Navy","Navy","Navy",FALSE,"Fuels","Fuels","Products (All)","Fuels","Fuels",TRUE,"Products (All)","Supplies","Supplies",1.1704,1.023166361,1,0.980234506,0.97108545,0.959026773,0.9582,1.37918935900018e-05,1.39218335523408e-05,1.40968848635053e-05,1.41090482154039e-05,4.13095388412197,2012-09-30,2011-10-01,TRUE,1,2.32106095882535e-08,7.92651706525334e-09,1,"No history [0-3]",6.37954479830386e-09
"175042",2012-01-01,"Fuels","Defense","DLA","9130","LIQUID PROPELLANTS -PETROLEUM BASE",-2,0,0,1,2,"Not PBL","Not PBL",30607592.68,"Other DoD","DLA","DLA","DLA",FALSE,"Fuels","Fuels","Products (All)","Fuels","Fuels",TRUE,"Products (All)","Supplies","Supplies",1.1704,1.023166361,1,0.980234506,0.97108545,0.959026773,0.9582,0.0312247655970601,0.0315189489040331,0.0319152640382022,0.0319428017950323,7.48582917321362,2012-09-30,2011-10-01,TRUE,1,5.25486829657301e-05,1.79455878011599e-05,1,"No history [0-3]",1.44432517292178e-05
"175043",2013-01-01,"Other","Defense","Army","9410","CRUDE GRADES OF PLANT MATERIALS",-2,0,0,1,2,"Not PBL","Not PBL",28587.2109,"Army","Army","Army","Army",FALSE,"Other","Products","Products (All)","Other","Other Products",TRUE,"Products (All)","Supplies","Supplies",1.194,1.043797535,1.020164046,1,0.984665127,0.971599132,0.9705,2.85872109e-05,2.9032419363827e-05,2.94228452439581e-05,2.94561678516229e-05,4.45617178565435,2013-09-30,2012-10-01,TRUE,1,4.84579541817457e-08,1.65485873737353e-08,1,"No history [0-3]",1.33188957558897e-08
"175044",2013-01-01,"Other","Defense","Army","9640","IRON & STEEL PRIMARY & SEMIFINISHED",-2,0,0,1,2,"Not PBL","Not PBL",10679,"Army","Army","Army","Army",FALSE,"Other","Products","Products (All)","Other","Other Products",TRUE,"Products (All)","Supplies","Supplies",1.194,1.043797535,1.020164046,1,0.984665127,0.971599132,0.9705,1.0679e-05,1.08453114741008e-05,1.09911584400222e-05,1.10036063884596e-05,4.02853058651133,2013-09-30,2012-10-01,TRUE,1,1.81018880966405e-08,6.1818680102199e-09,1,"No history [0-3]",4.97538875949406e-09
"175045",2011-01-01,"Fuels","Defense","Army","9150","OIL & GREASE-CUT,LUBR & HYDRAULIC",-2,0,0,1,2,"Not PBL","Not PBL",3567.16,"Army","Army","Army","Army",FALSE,"Fuels","Fuels","Products (All)","Fuels","Fuels",TRUE,"Products (All)","Supplies","Supplies",1.1439,1,0.977358168,0.958040201,0.953163972,0.940213459,0.9394,3.7233928140767e-06,3.74244107497592e-06,3.7939895093546e-06,3.79727485629125e-06,3.55232258945013,2011-09-30,2010-10-01,TRUE,1,6.24684690583465e-09,2.13332348790109e-09,1,"No history [0-3]",1.71697514157863e-09
"175046",2012-01-01,"Other","Defense","Army","9440","MISC CRUDE AGRI & FORESTRY PROD",-2,0,0,1,2,"Not PBL","Not PBL",73176,"Army","Army","Army","Army",FALSE,"Other","Products","Products (All)","Other","Other Products",TRUE,"Products (All)","Supplies","Supplies",1.1704,1.023166361,1,0.980234506,0.97108545,0.959026773,0.9582,7.46515242547481e-05,7.53548516250552e-05,7.63023536570235e-05,7.63681903569192e-05,4.86436866607699,2012-09-30,2011-10-01,TRUE,1,1.25632305189846e-07,4.29039404263817e-08,1,"No history [0-3]",3.45306277297612e-08
"175047",2013-01-01,"Clothing & Subsistence","Defense","Army","8950","CONDIMENTS AND RELATED PRODUCTS",-2,0,0,1,2,"Not PBL","Not PBL",3580,"Army","Army","Army","Army",FALSE,"Clothing & Subsistence","Products","Products (All)","Clothing & Subsistence","Clothing & Sub.",TRUE,"Products (All)","Supplies","Supplies",1.194,1.043797535,1.020164046,1,0.984665127,0.971599132,0.9705,3.58e-06,3.63575382313707e-06,3.68464717813272e-06,3.68882019577537e-06,3.55388302664387,2013-09-30,2012-10-01,TRUE,1,6.06842957074381e-09,2.07239324623909e-09,1,"No history [0-3]",1.6679363010571e-09
"175048",2013-01-01,"Other","Defense","Army","9620","MINERALS, NATURAL AND SYNTHETIC",-2,0,0,1,2,"Not PBL","Not PBL",307372,"Army","Army","Army","Army",FALSE,"Other","Products","Products (All)","Other","Other Products",TRUE,"Products (All)","Supplies","Supplies",1.194,1.043797535,1.020164046,1,0.984665127,0.971599132,0.9705,0.000307372,0.000312158917353432,0.000316356807943299,0.000316715095311695,5.48766430298369,2013-09-30,2012-10-01,TRUE,1,5.21023836318063e-07,1.77931747732682e-07,1,"No history [0-3]",1.43205842661598e-07
"175049",2013-01-01,"Fuels","Defense","Air Force","9130","LIQUID PROPELLANTS -PETROLEUM BASE",-2,0,0,1,2,"Not PBL","Not PBL",4140.48,"Air Force","Air Force","Air Force","Air Force",FALSE,"Fuels","Fuels","Products (All)","Fuels","Fuels",TRUE,"Products (All)","Supplies","Supplies",1.194,1.043797535,1.020164046,1,0.984665127,0.971599132,0.9705,4.14048e-06,4.20496256693368e-06,4.26151060003211e-06,4.26633693972179e-06,3.61705069118552,2013-09-30,2012-10-01,TRUE,1,7.01849476789758e-09,2.39684435424246e-09,1,"No history [0-3]",1.92906617201142e-09
"175050",2013-01-01,"Fuels","Defense","Army","9130","LIQUID PROPELLANTS -PETROLEUM BASE",-2,0,0,1,2,"Not PBL","Not PBL",69925.4609,"Army","Army","Army","Army",FALSE,"Fuels","Fuels","Products (All)","Fuels","Fuels",TRUE,"Products (All)","Supplies","Supplies",1.194,1.043797535,1.020164046,1,0.984665127,0.971599132,0.9705,6.99254609e-05,7.10144586038539e-05,7.1969455917546e-05,7.20509643482741e-05,4.84463533762014,2013-09-30,2012-10-01,TRUE,1,1.18530093484204e-07,4.04785063992501e-08,1,"No history [0-3]",3.25785515651561e-08
"175051",2012-01-01,"Other","Defense","Navy","9640","IRON & STEEL PRIMARY & SEMIFINISHED",-2,0,0,1,2,"Not PBL","Not PBL",18995,"Navy","Navy","Navy","Navy",FALSE,"Other","Products","Products (All)","Other","Other Products",TRUE,"Products (All)","Supplies","Supplies",1.1704,1.023166361,1,0.980234506,0.97108545,0.959026773,0.9582,1.93780160601692e-05,1.95605855282869e-05,1.98065377680546e-05,1.98236276351492e-05,4.27863929789074,2012-09-30,2011-10-01,TRUE,1,3.26115890057004e-08,1.11369895648727e-08,1,"No history [0-3]",8.96344803934095e-09
"175052",2014-01-01,"Other","Defense","Army","5510","LUMBER & RELATED WOOD MATERIALS",-2,0,0,1,2,"Not PBL","Not PBL",90000,"Army","Army","Army","Army",FALSE,"Other","Products","Products (All)","Other","Other Products",TRUE,"Products (All)","Supplies","Supplies",1.2196,1.066177113,1.04203691,1.021440536,1,0.986070912,0.9855,8.81108560195226e-05,9e-05,9.12713263364167e-05,9.1324200913242e-05,4.95424250943933,2014-09-30,2013-10-01,TRUE,1,1.50236241381773e-07,5.13062841630325e-08,1,"No history [0-3]",4.12931348734959e-08
"175053",2014-01-01,"Fuels","Defense","Air Force","9130","LIQUID PROPELLANTS -PETROLEUM BASE",-2,0,0,1,2,"Not PBL","Not PBL",776.34,"Air Force","Air Force","Air Force","Air Force",FALSE,"Fuels","Fuels","Products (All)","Fuels","Fuels",TRUE,"Products (All)","Supplies","Supplies",1.2196,1.066177113,1.04203691,1.021440536,1,0.986070912,0.9855,7.60044244024402e-07,7.7634e-07,7.8730646097793e-07,7.87762557077626e-07,2.89005196324926,2014-09-30,2013-10-01,TRUE,1,1.29593781815917e-09,4.42568007190318e-10,1,"No history [0-3]",3.56194581418776e-10
"175054",2012-01-01,"Fuels","Defense","Other DoD","9140","FUEL OILS",-2,0,0,1,2,"Not PBL","Not PBL",975709,"Other DoD","Other DoD","Other DoD","Additional
DoD
Components",FALSE,"Fuels","Fuels","Products (All)","Fuels","Fuels",TRUE,"Products (All)","Supplies","Supplies",1.1704,1.023166361,1,0.980234506,0.97108545,0.959026773,0.9582,0.000995383241487318,0.00100476121849009,0.00101739495441594,0.00101827280317262,5.98932031096752,2012-09-30,2011-10-01,TRUE,1,1.67514719121679e-06,5.72069542055927e-07,1,"No history [0-3]",4.60422054383644e-07
"175055",2013-01-01,"Fuels","Defense","DLA","9130","LIQUID PROPELLANTS -PETROLEUM BASE",-2,0,0,1,2,"Not PBL","Not PBL",275005540.3313,"Other DoD","DLA","DLA","DLA",FALSE,"Fuels","Fuels","Products (All)","Fuels","Fuels",TRUE,"Products (All)","Supplies","Supplies",1.194,1.043797535,1.020164046,1,0.984665127,0.971599132,0.9705,0.2750055403313,0.279288392358492,0.283044242500723,0.283364801990005,8.43934144332508,2013-09-30,2012-10-01,TRUE,1,0.000466159707560011,0.000159195425827072,1,"No history [0-3]",0.000128126179807373
"175056",2012-01-01,"Clothing & Subsistence","Defense","Army","8945","FOOD, OILS AND FATS",-2,0,0,1,2,"Not PBL","Not PBL",349140.37,"Army","Army","Army","Army",FALSE,"Clothing & Subsistence","Products","Products (All)","Clothing & Subsistence","Clothing & Sub.",TRUE,"Products (All)","Supplies","Supplies",1.1704,1.023166361,1,0.980234506,0.97108545,0.959026773,0.9582,0.000356180452598758,0.000359536197355238,0.000364056958397344,0.000364371081193905,5.543000067819,2012-09-30,2011-10-01,TRUE,1,5.99422071689296e-07,2.04705062246158e-07,1,"No history [0-3]",1.64753964987169e-07
"175057",2013-01-01,"Clothing & Subsistence","Defense","Army","8905","MEAT, POULTRY, AND FISH",-2,0,0,1,2,"Not PBL","Not PBL",9300,"Army","Army","Army","Army",FALSE,"Clothing & Subsistence","Products","Products (All)","Clothing & Subsistence","Clothing & Sub.",TRUE,"Products (All)","Supplies","Supplies",1.194,1.043797535,1.020164046,1,0.984665127,0.971599132,0.9705,9.3e-06,9.44483535060748e-06,9.57184881470232e-06,9.58268933539413e-06,3.96848294855394,2013-09-30,2012-10-01,TRUE,1,1.5764356147463e-08,5.38359139386132e-09,1,"No history [0-3]",4.33290715079078e-09
"175058",2013-01-01,"Clothing & Subsistence","Defense","Army","8945","FOOD, OILS AND FATS",-2,0,0,1,2,"Not PBL","Not PBL",138338.9375,"Army","Army","Army","Army",FALSE,"Clothing & Subsistence","Products","Products (All)","Clothing & Subsistence","Clothing & Sub.",TRUE,"Products (All)","Supplies","Supplies",1.194,1.043797535,1.020164046,1,0.984665127,0.971599132,0.9705,0.0001383389375,0.000140493385727471,0.000142382730638339,0.000142543985059248,5.14094443579503,2013-09-30,2012-10-01,TRUE,1,2.34497234388346e-07,8.008175412483e-08,1,"No history [0-3]",6.44526636050053e-08
"175059",2013-01-01,"Fuels","Defense","Army","9110","FUELS, SOLID",-2,0,0,1,2,"Not PBL","Not PBL",-144352.7188,"Army","Army","Army","Army",FALSE,"Fuels","Fuels","Products (All)","Fuels","Fuels",TRUE,"Products (All)","Supplies","Supplies",1.194,1.043797535,1.020164046,1,0.984665127,0.971599132,0.9705,-0.0001443527188,-0.000146600823814897,-0.000148572301112348,-0.00014874056548171,NA,2013-09-30,2012-10-01,TRUE,1,-2.44691147313739e-07,-8.35630166249638e-08,1,"No history [0-3]",-6.72545083359797e-08
"175060",2013-01-01,"Fuels","Defense","Army","9140","FUEL OILS",-2,0,0,1,2,"Not PBL","Not PBL",98534,"Army","Army","Army","Army",FALSE,"Fuels","Fuels","Products (All)","Fuels","Fuels",TRUE,"Products (All)","Supplies","Supplies",1.194,1.043797535,1.020164046,1,0.984665127,0.971599132,0.9705,9.8534e-05,0.000100068538326533,0.000101414252807299,0.000101529108706852,4.99358611338616,2013-09-30,2012-10-01,TRUE,1,1.670242009284e-07,5.70394402583582e-08,1,"No history [0-3]",4.59073842146257e-08
"175061",2014-01-01,"Clothing & Subsistence","Defense","Navy","8950","CONDIMENTS AND RELATED PRODUCTS",-2,0,0,1,2,"Not PBL","Not PBL",5754,"Navy","Navy","Navy","Navy",FALSE,"Clothing & Subsistence","Products","Products (All)","Clothing & Subsistence","Clothing & Sub.",TRUE,"Products (All)","Supplies","Supplies",1.2196,1.066177113,1.04203691,1.021440536,1,0.986070912,0.9855,5.63322072818148e-06,5.754e-06,5.83528013044157e-06,5.8386605783866e-06,3.75996985755431,2014-09-30,2013-10-01,TRUE,1,9.60510369900799e-09,3.28018176748987e-09,1,"No history [0-3]",2.6400077562455e-09
"175062",2014-01-01,"Fuels","Defense","Navy","9130","LIQUID PROPELLANTS -PETROLEUM BASE",-2,0,0,1,2,"Not PBL","Not PBL",11484,"Navy","Navy","Navy","Navy",FALSE,"Fuels","Fuels","Products (All)","Fuels","Fuels",TRUE,"Products (All)","Supplies","Supplies",1.2196,1.066177113,1.04203691,1.021440536,1,0.986070912,0.9855,1.12429452280911e-05,1.1484e-05,1.16462212405268e-05,1.16529680365297e-05,4.06009318382447,2014-09-30,2013-10-01,TRUE,1,1.91701444003142e-08,6.54668185920294e-09,1,"No history [0-3]",5.26900400985808e-09
"175063",2013-01-01,"Fuels","Defense","Navy","9140","FUEL OILS",-2,0,0,1,2,"Not PBL","Not PBL",278640,"Navy","Navy","Navy","Navy",FALSE,"Fuels","Fuels","Products (All)","Fuels","Fuels",TRUE,"Products (All)","Supplies","Supplies",1.194,1.043797535,1.020164046,1,0.984665127,0.971599132,0.9705,0.00027864,0.000282979453988523,0.000286784941261146,0.000287109737248841,5.44504346145018,2013-09-30,2012-10-01,TRUE,1,4.72320451282697e-07,1.61299344729626e-07,1,"No history [0-3]",1.29819489085628e-07
"175064",2013-01-01,"Fuels","Defense","Navy","9150","OIL & GREASE-CUT,LUBR & HYDRAULIC",-2,0,0,1,2,"Not PBL","Not PBL",-12206.5303,"Navy","Navy","Navy","Navy",FALSE,"Fuels","Fuels","Products (All)","Fuels","Fuels",TRUE,"Products (All)","Supplies","Supplies",1.194,1.043797535,1.020164046,1,0.984665127,0.971599132,0.9705,-1.22065303e-05,-1.23966310629786e-05,-1.25633400627616e-05,-1.25775685729006e-05,NA,2013-09-30,2012-10-01,TRUE,1,-2.06911925778492e-08,-7.06612596472983e-09,1,"No history [0-3]",-5.68707122830262e-09
"175065",2012-01-01,"Fuels","Defense","DLA","9140","FUEL OILS",-2,0,0,1,2,"Not PBL","Not PBL",38682440.69,"Other DoD","DLA","DLA","DLA",FALSE,"Fuels","Fuels","Products (All)","Fuels","Fuels",TRUE,"Products (All)","Supplies","Supplies",1.1704,1.023166361,1,0.980234506,0.97108545,0.959026773,0.9582,0.0394624352164971,0.0398342295109045,0.0403350998940256,0.0403699026194949,7.58751386832612,2012-09-30,2011-10-01,TRUE,1,6.64119956577869e-05,2.26799651649558e-05,1,"No history [0-3]",1.82536481789788e-05
"175066",2012-01-01,"Fuels","Defense","DLA","9150","OIL & GREASE-CUT,LUBR & HYDRAULIC",-2,0,0,1,2,"Not PBL","Not PBL",87400,"Other DoD","DLA","DLA","DLA",FALSE,"Fuels","Fuels","Products (All)","Fuels","Fuels",TRUE,"Products (All)","Supplies","Supplies",1.1704,1.023166361,1,0.980234506,0.97108545,0.959026773,0.9582,8.9162337649844e-05,9.00023782665058e-05,9.11340563794667e-05,9.12126904612816e-05,4.9415114326344,2012-09-30,2011-10-01,TRUE,1,1.50052797004381e-07,5.12436371660895e-08,1,"No history [0-3]",4.12427143268439e-08
"175067",2014-01-01,"Other","Defense","Army","9410","CRUDE GRADES OF PLANT MATERIALS",-2,0,0,1,2,"Not PBL","Not PBL",34233.3603,"Army","Army","Army","Army",FALSE,"Other","Products","Products (All)","Other","Other Products",TRUE,"Products (All)","Supplies","Supplies",1.2196,1.066177113,1.04203691,1.021440536,1,0.986070912,0.9855,3.35147853384193e-05,3.42333603e-05,3.47169355503715e-05,3.47370474885845e-05,4.53444953098482,2014-09-30,2013-10-01,TRUE,1,5.71454597926666e-08,1.9515405682303e-08,1,"No history [0-3]",1.5706697378232e-08
